วันที่,day_name,day_type,is_holiday,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,day_of_week,is_weekend,month,rain
2023-02-02,วันพหัสบดี,1,normal,normal,63178.0,791707.0,,410992.0,48016.0,,20753.0,0.0,3,0,2,0
2023-02-03,วันศุกร์,1,normal,normal,68952.0,865044.0,,428565.0,49792.0,,25144.0,0.0,4,0,2,0
2023-02-04,วันเสาร์,0,normal,normal,51206.0,699811.0,,297144.0,31426.0,,17693.0,0.0222222222222222,5,1,2,0
2023-02-05,วันอาทิตย์,0,normal,normal,46438.0,583314.0,,243167.0,24938.0,,17411.0,5.222222222222222,6,1,2,1
2023-02-06,วันจันทร์,1,normal,normal,66331.0,802796.0,,407055.0,47686.0,,22985.0,0.4,0,0,2,0
2023-02-07,วันอังคาร,1,normal,normal,66924.0,836891.0,,413321.0,49103.0,,23423.0,0.0222222222222222,1,0,2,0
2023-02-08,วันพุธ,1,normal,normal,67122.0,844793.0,,417617.0,49048.0,,23776.0,0.0,2,0,2,0
2023-02-09,วันพหัสบดี,1,normal,normal,63690.0,838685.0,,409757.0,48077.0,,24108.0,0.0,3,0,2,0
2023-02-10,วันศุกร์,1,normal,normal,72737.0,922749.0,,429825.0,49231.0,,28862.0,0.0,4,0,2,0
2023-02-11,วันเสาร์,0,normal,normal,52493.0,710809.0,,303007.0,29591.0,,21355.0,0.0,5,1,2,0
2023-02-12,วันอาทิตย์,0,normal,normal,44898.0,512525.0,,244452.0,23749.0,,14403.0,0.0,6,1,2,0
2023-02-13,วันจันทร์,1,normal,normal,66280.0,782361.0,,397749.0,47367.0,,21623.0,0.0,0,0,2,0
2023-02-14,วันอังคาร,2,festival,วาเลนไทน์,68702.0,871828.0,,414073.0,49044.0,,22518.0,2.088888888888889,1,0,2,0
2023-02-15,วันพุธ,1,normal,normal,64310.0,771505.0,,417379.0,48441.0,,21026.0,21.75555555555556,2,0,2,1
2023-02-16,วันพหัสบดี,1,normal,normal,67170.0,792629.0,,401270.0,47320.0,,21682.0,0.1777777777777777,3,0,2,0
2023-02-17,วันศุกร์,1,normal,normal,72002.0,835319.0,,442384.0,49800.0,,23851.0,0.0,4,0,2,0
2023-02-18,วันเสาร์,0,normal,normal,49937.0,599805.0,,301463.0,31116.0,,14904.0,0.0,5,1,2,0
2023-02-19,วันอาทิตย์,0,normal,normal,43792.0,497144.0,,245618.0,24691.0,,13633.0,0.0,6,1,2,0
2023-02-20,วันจันทร์,1,normal,normal,66738.0,755080.0,,397843.0,47061.0,,21884.0,0.0,0,0,2,0
2023-02-21,วันอังคาร,1,normal,normal,65619.0,781681.0,,414071.0,48913.0,,21589.0,0.0,1,0,2,0
2023-02-22,วันพุธ,1,normal,normal,66125.0,788089.0,,417379.0,48408.0,,21227.0,0.0,2,0,2,0
2023-02-23,วันพหัสบดี,1,normal,normal,67360.0,786104.0,,412705.0,47826.0,,21693.0,0.0,3,0,2,0
2023-02-24,วันศุกร์,1,normal,normal,68478.0,821287.0,,434558.0,49319.0,,23572.0,0.0,4,0,2,0
2023-02-25,วันเสาร์,0,normal,normal,50033.0,571499.0,,298239.0,30815.0,,15040.0,0.0,5,1,2,0
2023-02-26,วันอาทิตย์,0,normal,normal,50033.0,490415.0,,240923.0,24451.0,,13318.0,0.0,6,1,2,0
2023-02-27,วันจันทร์,1,normal,normal,66114.0,761094.0,,373470.0,46631.0,,21435.0,0.0,0,0,2,0
2023-02-28,วันอังคาร,1,normal,normal,66018.0,797267.0,,398539.0,45954.0,,21432.0,0.0,1,0,2,0
2023-03-01,วันพุธ,1,normal,normal,66035.0,796746.0,,407171.0,47744.0,,21556.0,0.0,2,0,3,0
2023-03-02,วันพหัสบดี,1,normal,normal,65816.0,790751.0,,407368.0,47323.0,,21407.0,0.0,3,0,3,0
2023-03-03,วันศุกร์,1,normal,normal,70084.0,833363.0,,431376.0,48745.0,,24488.0,0.0,4,0,3,0
2023-03-04,วันเสาร์,0,normal,normal,46737.0,582809.0,,302105.0,30707.0,,15866.0,0.0,5,1,3,0
2023-03-05,วันอาทิตย์,0,normal,normal,43662.0,517571.0,,247233.0,24342.0,,14729.0,0.0,6,1,3,0
2023-03-06,วันจันทร์,0,holiday,วันมาฆบูชา,42089.0,448099.0,,214251.0,22881.0,,13530.0,0.0,0,0,3,0
2023-03-07,วันอังคาร,1,normal,normal,66364.0,767835.0,,388494.0,46022.0,,22572.0,0.0,1,0,3,0
2023-03-08,วันพุธ,1,normal,normal,65561.0,767180.0,,398617.0,47543.0,,21924.0,0.0,2,0,3,0
2023-03-09,วันพหัสบดี,1,normal,normal,64816.0,769740.0,,388735.0,45998.0,,21659.0,0.0,3,0,3,0
2023-03-10,วันศุกร์,1,normal,normal,67604.0,806891.0,,398123.0,46539.0,,23681.0,0.0,4,0,3,0
2023-03-11,วันเสาร์,0,normal,normal,55724.0,587902.0,,270653.0,27045.0,,15233.0,0.0,5,1,3,0
2023-03-12,วันอาทิตย์,0,normal,normal,45509.0,502995.0,,217163.0,21113.0,,14019.0,6.888888888888888,6,1,3,1
2023-03-13,วันจันทร์,1,normal,normal,64428.0,733998.0,,384789.0,45969.0,,21538.0,0.0444444444444444,0,0,3,0
2023-03-14,วันอังคาร,1,normal,normal,63713.0,753082.0,,386529.0,44423.0,,21190.0,0.0,1,0,3,0
2023-03-15,วันพุธ,1,normal,normal,64865.0,763697.0,,386499.0,44781.0,,20823.0,0.0,2,0,3,0
2023-03-16,วันพหัสบดี,1,normal,normal,64574.0,751102.0,,381137.0,45002.0,,20747.0,0.0,3,0,3,0
2023-03-17,วันศุกร์,1,normal,normal,68509.0,787422.0,,389452.0,45304.0,,22850.0,0.0,4,0,3,0
2023-03-18,วันเสาร์,0,normal,normal,50173.0,581143.0,,268799.0,27278.0,,14627.0,0.1777777777777777,5,1,3,0
2023-03-19,วันอาทิตย์,0,normal,normal,46108.0,496543.0,,215678.0,21341.0,,13407.0,0.0222222222222222,6,1,3,0
2023-03-20,วันจันทร์,1,normal,normal,65729.0,718368.0,,366004.0,45231.0,,20750.0,0.0222222222222222,0,0,3,0
2023-03-21,วันอังคาร,1,normal,normal,64912.0,752238.0,,381699.0,44115.0,,20474.0,0.0,1,0,3,0
2023-03-22,วันพุธ,1,normal,normal,64781.0,753399.0,,386820.0,44001.0,,20569.0,0.0,2,0,3,0
2023-03-23,วันพหัสบดี,1,normal,normal,64648.0,745906.0,,382388.0,44272.0,,20593.0,0.0,3,0,3,0
2023-03-24,วันศุกร์,1,normal,normal,67666.0,804264.0,,385318.0,42893.0,,22555.0,0.0,4,0,3,0
2023-03-25,วันเสาร์,0,normal,normal,50625.0,601539.0,,265946.0,27021.0,,15837.0,0.0,5,1,3,0
2023-03-26,วันอาทิตย์,0,normal,normal,43707.0,501567.0,,213389.0,21419.0,,14558.0,0.0,6,1,3,0
2023-03-27,วันจันทร์,1,normal,normal,63787.0,726185.0,,370337.0,44028.0,,20970.0,0.0,0,0,3,0
2023-03-28,วันอังคาร,1,normal,normal,66397.0,755065.0,,386351.0,43680.0,,21035.0,0.0444444444444444,1,0,3,0
2023-03-29,วันพุธ,1,normal,normal,65127.0,763819.0,,393078.0,44416.0,,21117.0,0.0,2,0,3,0
2023-03-30,วันพหัสบดี,1,normal,normal,66428.0,774703.0,,398385.0,43918.0,,22120.0,0.0222222222222222,3,0,3,0
2023-03-31,วันศุกร์,1,normal,normal,71102.0,856712.0,,435516.0,46267.0,,25069.0,0.0222222222222222,4,0,3,0
2023-04-01,วันเสาร์,0,normal,normal,56979.0,682498.0,,313002.0,27962.0,,18480.0,0.0,5,1,4,0
2023-04-02,วันอาทิตย์,0,normal,normal,50760.0,568885.0,,253094.0,21875.0,,16231.0,0.9555555555555556,6,1,4,0
2023-04-03,วันจันทร์,1,normal,normal,68208.0,769259.0,,384149.0,44293.0,,24396.0,0.0,0,0,4,0
2023-04-04,วันอังคาร,1,normal,normal,66404.0,774744.0,,436567.0,47494.0,,22739.0,0.0222222222222222,1,0,4,0
2023-04-05,วันพุธ,1,normal,normal,67637.0,798010.0,,432689.0,46903.0,,22888.0,0.0,2,0,4,0
2023-04-06,วันพหัสบดี,0,holiday,วันจักรี,44348.0,493516.0,,288435.0,25955.0,,14296.0,0.0,3,0,4,0
2023-04-07,วันศุกร์,1,normal,normal,62885.0,731551.0,,442932.0,48297.0,,21509.0,0.0,4,0,4,0
2023-04-08,วันเสาร์,0,normal,normal,46877.0,538298.0,,324165.0,29713.0,,14882.0,0.0,5,1,4,0
2023-04-09,วันอาทิตย์,0,normal,normal,42347.0,461385.0,,264258.0,23571.0,,13502.0,0.0,6,1,4,0
2023-04-10,วันจันทร์,1,normal,normal,58209.0,666458.0,,368131.0,43549.0,,19114.0,0.0,0,0,4,0
2023-04-11,วันอังคาร,1,normal,normal,57293.0,658304.0,,332477.0,38984.0,,18824.0,0.0,1,0,4,0
2023-04-12,วันพุธ,1,normal,normal,54709.0,620425.0,,308078.0,35111.0,,18548.0,0.0,2,0,4,0
2023-04-13,วันพหัสบดี,0,holiday,สงกรานต์,43220.0,469458.0,,176818.0,16996.0,,12275.0,0.0,3,0,4,0
2023-04-14,วันศุกร์,0,holiday,สงกรานต์,41981.0,497346.0,,176455.0,15997.0,,11991.0,0.0,4,0,4,0
2023-04-15,วันเสาร์,0,holiday,สงกรานต์,44180.0,528565.0,,184666.0,17195.0,,12362.0,0.0222222222222222,5,1,4,0
2023-04-16,วันอาทิตย์,0,normal,normal,36277.0,381564.0,,157906.0,16522.0,,11447.0,0.2666666666666666,6,1,4,0
2023-04-17,วันจันทร์,0,holiday,สงกรานต์,49077.0,514356.0,,268440.0,28439.0,,14720.0,0.0,0,0,4,0
2023-04-18,วันอังคาร,1,normal,normal,59843.0,670405.0,,371141.0,43327.0,,19009.0,0.0,1,0,4,0
2023-04-19,วันพุธ,1,normal,normal,60898.0,687625.0,,350667.0,41763.0,,20482.0,0.0,2,0,4,0
2023-04-20,วันพหัสบดี,1,normal,normal,61022.0,698563.0,,356350.0,42069.0,,19075.0,0.0,3,0,4,0
2023-04-21,วันศุกร์,1,normal,normal,62079.0,724360.0,,368909.0,43910.0,,20567.0,0.0,4,0,4,0
2023-04-22,วันเสาร์,0,normal,normal,44582.0,540658.0,,253165.0,27630.0,,13356.0,0.0,5,1,4,0
2023-04-23,วันอาทิตย์,0,normal,normal,40664.0,460813.0,,210639.0,21916.0,,12001.0,0.0,6,1,4,0
2023-04-24,วันจันทร์,1,normal,normal,61992.0,699716.0,,331673.0,40158.0,,20305.0,0.8888888888888888,0,0,4,0
2023-04-25,วันอังคาร,1,normal,normal,63977.0,736279.0,,368572.0,43515.0,,20142.0,8.822222222222223,1,0,4,1
2023-04-26,วันพุธ,1,normal,normal,62905.0,730060.0,,362455.0,41191.0,,20341.0,5.755555555555556,2,0,4,1
2023-04-27,วันพหัสบดี,1,normal,normal,65250.0,727602.0,,367042.0,42502.0,,19207.0,1.1111111111111112,3,0,4,0
2023-04-28,วันศุกร์,1,normal,normal,69803.0,783754.0,,393889.0,44378.0,,22909.0,0.5777777777777778,4,0,4,0
2023-04-29,วันเสาร์,0,normal,normal,50067.0,598093.0,,270308.0,27924.0,,15257.0,0.0,5,1,4,0
2023-04-30,วันอาทิตย์,0,normal,normal,42868.0,509769.0,,218567.0,22147.0,,13187.0,7.933333333333334,6,1,4,1
2023-05-01,วันจันทร์,0,holiday,วันแรงงาน (เอกชน),47160.0,535658.0,,207475.0,23741.0,,14883.0,0.6666666666666666,0,0,5,0
2023-05-02,วันอังคาร,1,normal,normal,64321.0,740338.0,,333494.0,40549.0,,20239.0,0.0666666666666666,1,0,5,0
2023-05-03,วันพุธ,1,normal,normal,67007.0,768718.0,,378867.0,44930.0,,21408.0,0.0,2,0,5,0
2023-05-04,วันพหัสบดี,0,holiday,วันฉัตรมงคล,45522.0,504216.0,,213179.0,25663.0,,12610.0,0.0,3,0,5,0
2023-05-05,วันศุกร์,0,holiday,วันหยุดพิเศษ (ครม.),52013.0,607403.0,,274324.0,29443.0,,14981.0,0.0,4,0,5,0
2023-05-06,วันเสาร์,0,normal,normal,45916.0,529622.0,,240499.0,25371.0,,12823.0,0.0,5,1,5,0
2023-05-07,วันอาทิตย์,0,normal,normal,44994.0,582519.0,,225181.0,36414.0,,13665.0,0.0,6,1,5,0
2023-05-08,วันจันทร์,1,normal,normal,61971.0,672120.0,,383380.0,45125.0,,19813.0,0.3111111111111111,0,0,5,0
2023-05-09,วันอังคาร,1,normal,normal,60625.0,711295.0,,368403.0,43749.0,,19487.0,0.8666666666666667,1,0,5,0
2023-05-10,วันพุธ,1,normal,normal,60428.0,714223.0,,362270.0,43914.0,,19739.0,0.0666666666666666,2,0,5,0
2023-05-11,วันพหัสบดี,1,normal,normal,59928.0,692985.0,,359407.0,43304.0,,18998.0,4.6000000000000005,3,0,5,0
2023-05-12,วันศุกร์,1,normal,normal,63393.0,744941.0,,358863.0,42690.0,,21075.0,4.977777777777778,4,0,5,0
2023-05-13,วันเสาร์,0,normal,normal,43786.0,514440.0,,245802.0,26567.0,,13141.0,4.711111111111112,5,1,5,0
2023-05-14,วันอาทิตย์,0,normal,normal,41180.0,455334.0,,204488.0,27143.0,,14068.0,0.8888888888888891,6,1,5,0
2023-05-15,วันจันทร์,1,normal,normal,60495.0,689229.0,,384596.0,46690.0,,19398.0,0.8,0,0,5,0
2023-05-16,วันอังคาร,1,normal,normal,61566.0,734992.0,,374056.0,45098.0,,19361.0,0.0,1,0,5,0
2023-05-17,วันพุธ,0,holiday,วันพืชมงคล (ราชการ),55952.0,646960.0,,274626.0,29255.0,,15606.0,0.0,2,0,5,0
2023-05-18,วันพหัสบดี,1,normal,normal,63007.0,736958.0,,377276.0,45284.0,,19267.0,0.0,3,0,5,0
2023-05-19,วันศุกร์,1,normal,normal,63669.0,770212.0,,399817.0,48281.0,,19920.0,0.0,4,0,5,0
2023-05-20,วันเสาร์,0,normal,normal,46811.0,558509.0,,271799.0,28398.0,,12799.0,0.0,5,1,5,0
2023-05-21,วันอาทิตย์,0,normal,normal,40937.0,454097.0,,220501.0,22858.0,,11473.0,0.0,6,1,5,0
2023-05-22,วันจันทร์,1,normal,normal,61893.0,710823.0,,379606.0,46632.0,,19608.0,0.0,0,0,5,0
2023-05-23,วันอังคาร,1,normal,normal,61205.0,733310.0,,367120.0,45821.0,,19661.0,0.0222222222222222,1,0,5,0
2023-05-24,วันพุธ,1,normal,normal,62056.0,742884.0,,373086.0,45267.0,,19426.0,1.2444444444444445,2,0,5,0
2023-05-25,วันพหัสบดี,1,normal,normal,63214.0,753272.0,,371344.0,45219.0,,19756.0,1.2,3,0,5,0
2023-05-26,วันศุกร์,1,normal,normal,67643.0,831032.0,,392639.0,45945.0,,22408.0,3.6,4,0,5,0
2023-05-27,วันเสาร์,0,normal,normal,60323.0,604412.0,,242839.0,26907.0,,14544.0,0.0222222222222222,5,1,5,0
2023-05-28,วันอาทิตย์,0,normal,normal,53861.0,496700.0,,200024.0,21656.0,,13678.0,9.955555555555556,6,1,5,1
2023-05-29,วันจันทร์,1,normal,normal,64715.0,757842.0,,368575.0,44559.0,,21306.0,9.0,0,0,5,1
2023-05-30,วันอังคาร,1,normal,normal,64385.0,778489.0,,387776.0,45507.0,,21294.0,5.155555555555555,1,0,5,1
2023-05-31,วันพุธ,1,normal,normal,65395.0,786782.0,,390811.0,49226.0,,21187.0,0.0444444444444444,2,0,5,0
2023-06-01,วันพหัสบดี,1,normal,normal,64943.0,782142.0,,391435.0,48398.0,,21269.0,0.1111111111111111,3,0,6,0
2023-06-02,วันศุกร์,1,normal,normal,69019.0,831664.0,,413818.0,49969.0,,23182.0,0.0,4,0,6,0
2023-06-03,วันเสาร์,0,holiday,วันวิสาขบูชา วันเฉลิมฯ พระบรมราชินี,49332.0,586449.0,,267059.0,28094.0,38521.0,14349.0,0.4666666666666667,5,1,6,0
2023-06-04,วันอาทิตย์,0,normal,normal,46188.0,557997.0,,215678.0,22565.0,36789.0,13257.0,0.0,6,1,6,0
2023-06-05,วันจันทร์,0,holiday,วันหยุดชดเชย,43716.0,454094.0,,198670.0,20348.0,32769.0,13060.0,2.1555555555555554,0,0,6,0
2023-06-06,วันอังคาร,1,normal,normal,66500.0,786914.0,,379783.0,47610.0,22010.0,22766.0,0.4666666666666667,1,0,6,0
2023-06-07,วันพุธ,1,normal,normal,65071.0,764367.0,,405514.0,50937.0,21180.0,22750.0,11.155555555555557,2,0,6,1
2023-06-08,วันพหัสบดี,1,normal,normal,65034.0,751667.0,,398383.0,48848.0,20487.0,21360.0,0.3333333333333333,3,0,6,0
2023-06-09,วันศุกร์,1,normal,normal,70412.0,807841.0,,410172.0,50288.0,22813.0,23370.0,0.0444444444444444,4,0,6,0
2023-06-10,วันเสาร์,0,normal,normal,50700.0,600370.0,,256613.0,26783.0,30209.0,16031.0,0.0444444444444444,5,1,6,0
2023-06-11,วันอาทิตย์,0,normal,normal,44663.0,482467.0,,221222.0,21281.0,30460.0,13871.0,0.0,6,1,6,0
2023-06-12,วันจันทร์,1,normal,normal,64302.0,739232.0,,394462.0,51431.0,44353.0,22706.0,1.1333333333333335,0,0,6,0
2023-06-13,วันอังคาร,1,normal,normal,66056.0,772277.0,,393222.0,49142.0,49625.0,21917.0,5.266666666666667,1,0,6,1
2023-06-14,วันพุธ,1,normal,normal,64222.0,782230.0,,396782.0,49210.0,50670.0,22314.0,0.9333333333333332,2,0,6,0
2023-06-15,วันพหัสบดี,1,normal,normal,65304.0,795285.0,,390582.0,48241.0,51016.0,22079.0,0.0,3,0,6,0
2023-06-16,วันศุกร์,1,normal,normal,67960.0,826764.0,,411517.0,49668.0,54089.0,24778.0,0.0666666666666666,4,0,6,0
2023-06-17,วันเสาร์,0,normal,normal,50025.0,574686.0,,265576.0,29393.0,63310.0,17047.0,10.6,5,1,6,1
2023-06-18,วันอาทิตย์,0,normal,normal,44338.0,474772.0,,214655.0,23608.0,44419.0,14621.0,1.8666666666666667,6,1,6,0
2023-06-19,วันจันทร์,1,normal,normal,66200.0,744426.0,,396801.0,47304.0,65511.0,22879.0,0.4888888888888889,0,0,6,0
2023-06-20,วันอังคาร,1,normal,normal,66591.0,723614.0,,408178.0,50555.0,72807.0,22305.0,6.733333333333333,1,0,6,1
2023-06-21,วันพุธ,1,normal,normal,68357.0,825217.0,,413489.0,50684.0,74348.0,22351.0,5.755555555555556,2,0,6,1
2023-06-22,วันพหัสบดี,1,normal,normal,67182.0,827918.0,,396981.0,48971.0,64804.0,22376.0,0.0888888888888888,3,0,6,0
2023-06-23,วันศุกร์,1,normal,normal,69778.0,884160.0,,415504.0,49263.0,73801.0,24620.0,4.822222222222223,4,0,6,0
2023-06-24,วันเสาร์,0,normal,normal,51709.0,651321.0,,268149.0,28572.0,79990.0,16120.0,0.0444444444444444,5,1,6,0
2023-06-25,วันอาทิตย์,0,normal,normal,46162.0,538195.0,,216731.0,22983.0,80546.0,13999.0,0.7333333333333333,6,1,6,0
2023-06-26,วันจันทร์,1,normal,normal,66772.0,807581.0,,413420.0,52350.0,74129.0,23582.0,0.3111111111111111,0,0,6,0
2023-06-27,วันอังคาร,1,normal,normal,68205.0,839391.0,,411619.0,52484.0,79117.0,22863.0,1.2888888888888888,1,0,6,0
2023-06-28,วันพุธ,1,normal,normal,67718.0,857417.0,,417032.0,52923.0,81492.0,23098.0,9.311111111111112,2,0,6,1
2023-06-29,วันพหัสบดี,1,normal,normal,68127.0,860265.0,,411732.0,50920.0,86061.0,23304.0,3.444444444444444,3,0,6,0
2023-06-30,วันศุกร์,1,normal,normal,72447.0,906889.0,,439196.0,51117.0,92038.0,26132.0,1.5111111111111113,4,0,6,0
2023-07-01,วันเสาร์,0,normal,normal,55961.0,679039.0,,287291.0,32059.0,78077.0,17877.0,7.222222222222222,5,1,7,1
2023-07-02,วันอาทิตย์,0,normal,normal,52193.0,610701.0,,232015.0,25472.0,79575.0,16790.0,11.177777777777775,6,1,7,1
2023-07-03,วันจันทร์,1,normal,normal,67655.0,824732.0,,413408.0,50538.0,45135.0,23557.0,0.7111111111111111,0,0,7,0
2023-07-04,วันอังคาร,1,normal,normal,66414.0,830166.0,,432665.0,55623.0,39392.0,21832.0,2.622222222222222,1,0,7,0
2023-07-05,วันพุธ,1,normal,normal,67199.0,850961.0,,420029.0,52015.0,40839.0,23705.0,23.377777777777776,2,0,7,1
2023-07-06,วันพหัสบดี,1,normal,normal,67135.0,844752.0,,423766.0,52628.0,39631.0,23041.0,4.333333333333333,3,0,7,0
2023-07-07,วันศุกร์,1,normal,normal,70889.0,895142.0,,439420.0,53050.0,43012.0,25034.0,0.2444444444444444,4,0,7,0
2023-07-08,วันเสาร์,0,normal,normal,51488.0,650584.0,,285173.0,30492.0,36099.0,15219.0,3.2444444444444445,5,1,7,0
2023-07-09,วันอาทิตย์,0,normal,normal,44928.0,532315.0,,228790.0,24514.0,29632.0,14081.0,12.444444444444445,6,1,7,1
2023-07-10,วันจันทร์,1,normal,normal,67317.0,812949.0,,413936.0,51390.0,38874.0,23448.0,16.444444444444443,0,0,7,1
2023-07-11,วันอังคาร,1,normal,normal,66507.0,837107.0,,425273.0,55275.0,38624.0,23108.0,0.4222222222222223,1,0,7,0
2023-07-12,วันพุธ,1,normal,normal,67342.0,839862.0,,438164.0,70193.0,36911.0,23353.0,0.0222222222222222,2,0,7,0
2023-07-13,วันพหัสบดี,1,normal,normal,66488.0,820476.0,,422118.0,53920.0,36921.0,23065.0,1.3111111111111111,3,0,7,0
2023-07-14,วันศุกร์,1,normal,normal,70992.0,882516.0,,442699.0,53197.0,40883.0,25343.0,0.0,4,0,7,0
2023-07-15,วันเสาร์,0,normal,normal,51393.0,638800.0,,290202.0,31522.0,34926.0,16909.0,0.0,5,1,7,0
2023-07-16,วันอาทิตย์,0,normal,normal,45104.0,528872.0,,230087.0,24235.0,28408.0,14444.0,0.0444444444444444,6,1,7,0
2023-07-17,วันจันทร์,1,normal,normal,67300.0,806002.0,,412609.0,51587.0,36155.0,23777.0,0.1333333333333333,0,0,7,0
2023-07-18,วันอังคาร,1,normal,normal,66888.0,826848.0,,424996.0,51630.0,35818.0,23063.0,0.0,1,0,7,0
2023-07-19,วันพุธ,1,normal,normal,66991.0,834746.0,,420408.0,50856.0,36061.0,22978.0,0.0222222222222222,2,0,7,0
2023-07-20,วันพหัสบดี,1,normal,normal,66934.0,848094.0,,417106.0,51188.0,38549.0,23442.0,10.088888888888889,3,0,7,1
2023-07-21,วันศุกร์,1,normal,normal,69726.0,889132.0,,439297.0,52539.0,38477.0,24901.0,34.3111111111111,4,0,7,1
2023-07-22,วันเสาร์,0,normal,normal,51892.0,643132.0,,295967.0,31129.0,33755.0,15576.0,8.866666666666667,5,1,7,1
2023-07-23,วันอาทิตย์,0,normal,normal,45573.0,537450.0,,234660.0,24743.0,28209.0,13591.0,20.77777777777777,6,1,7,1
2023-07-24,วันจันทร์,1,normal,normal,66803.0,812748.0,,407904.0,54889.0,35587.0,23192.0,0.2,0,0,7,0
2023-07-25,วันอังคาร,1,normal,normal,67841.0,848269.0,,417064.0,50985.0,36442.0,23664.0,0.2444444444444444,1,0,7,0
2023-07-26,วันพุธ,1,normal,normal,69533.0,849090.0,,430372.0,51413.0,36543.0,24113.0,0.0,2,0,7,0
2023-07-27,วันพหัสบดี,1,normal,normal,75956.0,899095.0,,480798.0,73951.0,41107.0,28115.0,0.0,3,0,7,0
2023-07-28,วันศุกร์,0,holiday,วันเฉลิมฯ พระวชิรเกล้าเจ้าอยู่หัว,50882.0,566361.0,,247701.0,37158.0,56907.0,16121.0,0.0,4,0,7,0
2023-07-29,วันเสาร์,0,normal,normal,49369.0,577324.0,,214891.0,31153.0,27413.0,15470.0,0.0,5,1,7,0
2023-07-30,วันอาทิตย์,0,normal,normal,44119.0,502039.0,,191003.0,28732.0,25653.0,13179.0,2.0444444444444447,6,1,7,0
2023-07-31,วันจันทร์,0,holiday,วันหยุดพิเศษ (ครม.),55247.0,637744.0,,334518.0,46236.0,30168.0,16503.0,0.0666666666666666,0,0,7,0
2023-08-01,วันอังคาร,0,holiday,วันอาสาฬหบูชา,47366.0,532233.0,,266592.0,32595.0,28039.0,14472.0,0.4888888888888889,1,0,8,0
2023-08-02,วันพุธ,0,holiday,วันเข้าพรรษา (ราชการ),60555.0,849090.0,,397385.0,53455.0,30938.0,19162.0,2.755555555555555,2,0,8,0
2023-08-03,วันพหัสบดี,1,normal,normal,69342.0,853647.0,,471240.0,73150.0,39228.0,25265.0,17.066666666666663,3,0,8,1
2023-08-04,วันศุกร์,1,normal,normal,72213.0,881074.0,,472127.0,73633.0,39981.0,25510.0,1.3555555555555554,4,0,8,0
2023-08-05,วันเสาร์,0,normal,normal,57135.0,661281.0,,311603.0,41970.0,35265.0,16771.0,0.1111111111111111,5,1,8,0
2023-08-06,วันอาทิตย์,0,normal,normal,49599.0,567678.0,,243050.0,32735.0,28351.0,15057.0,1.1111111111111112,6,1,8,0
2023-08-07,วันจันทร์,1,normal,normal,72977.0,842166.0,,472127.0,73134.0,36552.0,23788.0,0.4888888888888889,0,0,8,0
2023-08-08,วันอังคาร,1,normal,normal,71177.0,869403.0,,475850.0,73722.0,37334.0,23771.0,4.400000000000001,1,0,8,0
2023-08-09,วันพุธ,1,normal,normal,71465.0,856057.0,,483382.0,73768.0,37790.0,23192.0,2.111111111111111,2,0,8,0
2023-08-10,วันพหัสบดี,1,normal,normal,70864.0,853707.0,,481041.0,73042.0,38883.0,23422.0,2.511111111111111,3,0,8,0
2023-08-11,วันศุกร์,1,normal,normal,76097.0,918957.0,,498709.0,76171.0,43954.0,27196.0,3.844444444444445,4,0,8,0
2023-08-12,วันเสาร์,0,holiday,วันแม่,49156.0,585840.0,,282101.0,34403.0,31496.0,15094.0,8.733333333333333,5,1,8,1
2023-08-13,วันอาทิตย์,0,normal,normal,46324.0,553266.0,,265050.0,32473.0,28661.0,13720.0,2.533333333333333,6,1,8,0
2023-08-14,วันจันทร์,0,holiday,วันหยุดชดเชย,46976.0,502557.0,,235563.0,24483.0,31964.0,14377.0,2.6888888888888887,0,0,8,0
2023-08-15,วันอังคาร,1,normal,normal,72157.0,834167.0,,485751.0,74777.0,35599.0,24176.0,3.2,1,0,8,0
2023-08-16,วันพุธ,1,normal,normal,71605.0,889424.0,,461133.0,69454.0,38424.0,23690.0,0.0,2,0,8,0
2023-08-17,วันพหัสบดี,1,normal,normal,73243.0,867146.0,,486633.0,73689.0,40101.0,24175.0,7.466666666666667,3,0,8,1
2023-08-18,วันศุกร์,1,normal,normal,77397.0,894184.0,,501623.0,75019.0,42132.0,25689.0,1.1777777777777778,4,0,8,0
2023-08-19,วันเสาร์,0,normal,normal,56509.0,687559.0,,320517.0,41003.0,32738.0,16845.0,0.0444444444444444,5,1,8,0
2023-08-20,วันอาทิตย์,0,normal,normal,48105.0,569935.0,,252240.0,31994.0,27281.0,15196.0,6.644444444444444,6,1,8,1
2023-08-21,วันจันทร์,1,normal,normal,71062.0,810652.0,,470392.0,71296.0,37875.0,25099.0,5.4,0,0,8,1
2023-08-22,วันอังคาร,1,normal,normal,70031.0,834458.0,,484757.0,73378.0,37915.0,25204.0,9.533333333333331,1,0,8,1
2023-08-23,วันพุธ,1,normal,normal,71841.0,844309.0,,492880.0,73869.0,39496.0,24504.0,6.4,2,0,8,1
2023-08-24,วันพหัสบดี,1,normal,normal,73102.0,868358.0,,495461.0,73931.0,37882.0,25122.0,6.022222222222222,3,0,8,1
