วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2022-08-14,0,normal,34349,386907,not available,176333,20753,not available,10842,0.0,6
2022-08-15,1,normal,56904,662521,not available,323542,42470,not available,16889,48.644444444444446,0
2022-08-16,1,normal,56475,667923,not available,341346,44369,not available,15965,8.244444444444445,1
2022-08-17,1,normal,56027,679496,not available,343519,44283,not available,15867,2.7777777777777777,2
2022-08-18,1,normal,57569,682520,not available,346151,42856,not available,15964,4.733333333333333,3
2022-08-19,1,normal,59575,707615,not available,357026,44703,not available,18080,3.9777777777777774,4
2022-08-20,0,normal,44443,565884,not available,234318,26758,not available,12737,2.6888888888888887,5
2022-08-21,0,normal,35537,419957,not available,188890,21121,not available,10786,8.822222222222221,6
2022-08-22,1,normal,56484,661572,not available,332722,44219,not available,16659,1.8888888888888888,0
2022-08-23,1,normal,57063,679041,not available,341053,42691,not available,16397,0.6444444444444444,1
2022-08-24,1,normal,57087,678479,not available,348618,43862,not available,16355,3.0666666666666664,2
2022-08-25,1,normal,58779,687627,not available,342220,43258,not available,16139,7.044444444444444,3
2022-08-26,1,normal,65776,759039,not available,356788,44435,not available,19487,30.86666666666666,4
2022-08-27,0,normal,44604,538375,not available,234162,26597,not available,12414,1.9777777777777767,5
2022-08-28,0,normal,38704,440034,not available,170508,20993,not available,11996,4.333333333333333,6
2022-08-29,1,normal,60124,673290,not available,335201,43222,not available,17190,17.4,0
2022-08-30,1,normal,58972,702073,not available,344907,43532,not available,17209,0.0888888888888888,1
2022-08-31,1,normal,59984,724657,not available,356493,45463,not available,17910,16.0,2
2022-09-01,1,normal,59829,731599,not available,360982,46268,not available,17306,7.622222222222222,3
2022-09-02,1,normal,66940,790696,not available,366220,47295,not available,19524,0.8888888888888888,4
2022-09-03,0,normal,45681,572420,not available,237660,27882,not available,12163,24.51111111111111,5
2022-09-04,0,normal,39895,474015,not available,182644,21561,not available,11369,19.577777777777776,6
2022-09-05,1,normal,59573,699529,not available,337348,43893,not available,17170,0.6000000000000001,0
2022-09-06,1,normal,61189,731696,not available,361814,47672,not available,19260,36.57777777777778,1
2022-09-07,1,normal,60159,714997,not available,371535,49355,not available,18223,24.31111111111112,2
2022-09-08,1,normal,64814,733731,not available,374311,49001,not available,22885,26.77777777777778,3
2022-09-09,1,normal,64552,760856,not available,385281,49795,not available,19341,23.0,4
2022-09-10,0,normal,45851,550594,not available,247248,28413,not available,11771,33.333333333333336,5
2022-09-11,0,normal,37747,447709,not available,190011,21827,not available,10565,10.577777777777778,6
2022-09-12,1,normal,59038,695800,not available,345532,46494,not available,19305,8.2,0
2022-09-13,1,normal,59700,702391,not available,362366,49528,not available,18250,17.333333333333332,1
2022-09-14,1,normal,58429,710170,not available,360439,47492,not available,17623,10.91111111111111,2
2022-09-15,1,normal,58858,705717,not available,357367,46300,not available,17048,4.5555555555555545,3
2022-09-16,1,normal,62288,753982,not available,370886,47721,not available,19420,1.7111111111111112,4
2022-09-17,0,normal,43053,527075,not available,229321,28132,not available,11776,3.3777777777777778,5
2022-09-18,0,normal,37875,432140,not available,182295,21755,not available,11076,10.044444444444444,6
2022-09-19,1,normal,58402,674651,not available,347021,47564,not available,17817,0.0666666666666666,0
2022-09-20,1,normal,58888,698300,not available,353666,44858,not available,17341,0.2888888888888889,1
2022-09-21,1,normal,59409,706632,not available,358584,44656,not available,17248,39.977777777777774,2
2022-09-22,1,normal,59912,707867,not available,359460,44175,not available,17859,10.622222222222222,3
2022-09-23,1,normal,62893,741241,not available,372180,46885,not available,19464,19.08888888888889,4
2022-09-24,0,normal,37806,512081,not available,232955,27580,not available,11903,7.844444444444444,5
2022-09-25,0,normal,37405,440703,not available,187572,21405,not available,11053,11.8,6
2022-09-26,1,normal,58585,651734,not available,344543,43620,not available,17614,7.6,0
2022-09-27,1,normal,57768,683058,not available,340177,42571,not available,17301,7.644444444444446,1
2022-09-28,1,normal,57462,688616,not available,351536,43773,not available,17350,24.822222222222223,2
2022-09-29,1,normal,56871,676292,not available,352326,42885,not available,16852,2.577777777777777,3
2022-09-30,1,normal,64532,747968,not available,357153,44396,not available,18655,2.111111111111111,4
2022-10-01,0,normal,46393,571131,not available,221452,24843,not available,12558,22.64444444444445,5
2022-10-02,0,normal,39880,451077,not available,179864,19695,not available,11384,2.2444444444444445,6
2022-10-03,1,normal,65124,749436,not available,330098,47800,not available,25125,40.44444444444445,0
2022-10-04,1,normal,60513,716733,not available,355553,45407,not available,19057,2.711111111111111,1
2022-10-05,1,normal,60733,763372,not available,364704,47672,not available,18235,10.11111111111111,2
2022-10-06,1,normal,61951,731187,not available,368035,44225,not available,18745,13.977777777777776,3
2022-10-07,1,normal,65831,790669,not available,400679,46953,not available,21149,15.955555555555556,4
2022-10-08,0,normal,46959,602929,not available,267888,27372,not available,13382,0.8222222222222223,5
2022-10-09,0,normal,39290,486175,not available,211225,21664,not available,11653,22.6,6
2022-10-10,1,normal,60122,699919,not available,371650,47205,not available,17649,15.755555555555556,0
2022-10-11,1,normal,60901,707930,not available,363677,46739,not available,18291,1.3555555555555554,1
2022-10-12,1,normal,66432,753792,not available,375495,45864,not available,21218,2.488888888888889,2
2022-10-13,0,วันนวมินทรมหาราช,42851,501876,not available,250514,23584,not available,13644,0.0,3
2022-10-14,0,วันหยุดพิเศษ (ครม.),48688,542713,not available,288450,27810,not available,13843,0.0,4
2022-10-15,0,normal,49164,552608,not available,249875,25001,not available,13112,0.0666666666666666,5
2022-10-16,0,normal,50066,536856,not available,224022,22667,not available,13147,0.0,6
2022-10-17,1,normal,63785,716332,not available,357483,44629,not available,19871,0.0,0
2022-10-18,1,normal,60375,740627,not available,374353,43681,not available,19702,0.0,1
2022-10-19,1,normal,60860,744170,not available,374038,44193,not available,18962,0.0,2
2022-10-20,1,normal,60620,742243,not available,378019,43761,not available,18775,0.0,3
2022-10-21,1,normal,63818,785498,not available,395669,46647,not available,21071,0.0222222222222222,4
2022-10-22,0,normal,47471,610215,not available,271999,27195,not available,15356,15.133333333333333,5
2022-10-23,0,วันปิยมหาราช,39922,561734,not available,223234,22847,not available,12273,1.5555555555555558,6
2022-10-24,0,วันหยุดชดเชย,38307,452131,not available,217148,22175,not available,11097,0.0444444444444444,0
2022-10-25,1,normal,60000,740543,not available,354230,43316,not available,18729,0.0,1
2022-10-26,1,normal,59924,760735,not available,369932,44672,not available,18433,7.71111111111111,2
2022-10-27,1,normal,60214,727080,not available,361733,43399,not available,19022,0.7777777777777778,3
2022-10-28,1,normal,62867,785690,not available,396737,44253,not available,20477,0.0,4
2022-10-29,0,normal,46791,594120,not available,234498,25797,not available,14233,0.0,5
2022-10-30,0,normal,42021,475644,not available,183671,21736,not available,11814,0.0,6
2022-10-31,1,normal,60893,728170,not available,358639,44048,not available,19278,0.0,0
2022-11-01,1,normal,62489,757129,not available,369217,45982,not available,18145,0.0,1
2022-11-02,1,normal,60854,761994,not available,379977,47328,not available,17697,0.0,2
2022-11-03,1,normal,60792,754152,not available,378056,47054,not available,18826,0.0,3
2022-11-04,1,normal,66421,799367,not available,392821,48085,not available,21262,0.0,4
2022-11-05,0,normal,49510,583838,not available,250985,29479,not available,14672,0.0,5
2022-11-06,0,normal,41036,478660,not available,201709,22882,not available,13215,0.0,6
2022-11-07,1,normal,59949,720057,not available,373326,46412,not available,18620,0.0,0
2022-11-08,1,normal,65354,895163,not available,378750,47367,not available,19535,0.0,1
2022-11-09,1,normal,62247,747966,not available,379311,47731,not available,18577,0.0,2
2022-11-10,1,normal,62069,744880,not available,368961,45648,not available,18325,0.0,3
2022-11-11,1,normal,65276,797097,not available,395533,47683,not available,21329,0.0,4
2022-11-12,0,normal,56807,627636,not available,207770,28524,not available,15483,0.0222222222222222,5
2022-11-13,0,normal,45140,502877,not available,207770,22211,not available,13043,3.755555555555555,6
2022-11-14,1,normal,61428,720480,not available,360583,45944,not available,19557,13.199999999999998,0
2022-11-15,1,normal,62415,741337,not available,358490,45618,not available,19979,6.177777777777778,1
2022-11-16,1,normal,52383,604172,not available,154312,33434,not available,19142,7.355555555555554,2
2022-11-17,1,normal,51569,591368,not available,247415,32473,not available,18021,2.111111111111111,3
2022-11-18,1,normal,52049,594220,not available,276825,31225,not available,16113,10.533333333333331,4
2022-11-19,0,normal,43815,524166,not available,226937,24556,not available,13501,2.133333333333333,5
2022-11-20,0,normal,40798,462215,not available,143280,21506,not available,12731,0.4888888888888889,6
2022-11-21,1,normal,62182,722102,not available,349789,44483,not available,19528,0.0666666666666666,0
2022-11-22,1,normal,62204,746183,not available,375195,45737,not available,18114,0.0,1
2022-11-23,1,normal,61978,754975,not available,381270,46453,not available,18649,24.15555555555555,2
2022-11-24,1,normal,62996,764093,not available,374376,45245,not available,18697,13.88888888888889,3
2022-11-25,1,normal,66956,843521,not available,388708,47327,not available,21713,23.422222222222224,4
2022-11-26,0,normal,47288,620353,not available,267737,28310,not available,14225,0.8444444444444444,5
2022-11-27,0,normal,41840,521722,not available,215171,22041,not available,13661,1.422222222222222,6
2022-11-28,1,normal,61387,756943,not available,355753,45357,not available,19767,2.911111111111111,0
2022-11-29,1,normal,61927,773449,not available,377720,45915,not available,18942,8.955555555555556,1
2022-11-30,1,normal,62638,781259,not available,374931,46430,not available,19313,3.4444444444444446,2
2022-12-01,1,normal,62771,784532,not available,378269,47134,not available,19262,6.48888888888889,3
2022-12-02,1,normal,70686,830565,not available,397176,48272,not available,21826,0.0444444444444444,4
2022-12-03,0,normal,50372,601275,not available,274185,29108,not available,13734,0.0,5
2022-12-04,0,normal,42782,529132,not available,216524,22752,not available,11602,0.977777777777778,6
2022-12-05,0,วันพ่อ,39897,447688,not available,172626,21622,not available,10867,1.1555555555555557,0
2022-12-06,1,normal,64166,772610,not available,371145,46374,not available,20052,0.0222222222222222,1
2022-12-07,1,normal,62287,775604,not available,377590,46934,not available,19896,0.0,2
2022-12-08,1,normal,63954,792175,not available,377518,48513,not available,19636,0.0,3
2022-12-09,1,normal,67879,855883,not available,405904,48727,not available,21929,0.0,4
2022-12-10,0,วันรัฐธรรมนูญ,59493,613672,not available,289067,30902,not available,14828,0.0,5
2022-12-11,0,normal,53809,548211,not available,228640,24440,not available,14187,0.0,6
2022-12-12,0,วันหยุดชดเชย,46273,527360,not available,210151,22977,not available,12562,0.0,0
2022-12-13,1,normal,64528,787568,not available,401403,47800,not available,19984,0.0,1
2022-12-14,1,normal,63276,799384,not available,396268,47778,not available,20644,0.0,2
2022-12-15,1,normal,62939,795566,not available,404765,49538,not available,19820,0.0,3
2022-12-16,1,normal,65689,852161,not available,423498,49278,not available,21267,0.0,4
2022-12-17,0,normal,53793,852161,not available,304244,31333,not available,14408,0.0,5
2022-12-18,0,normal,51338,636942,not available,244463,24756,not available,13175,0.0,6
2022-12-19,1,normal,60838,743989,not available,376448,48256,not available,18763,0.0,0
2022-12-20,1,normal,61047,732090,not available,359813,46352,not available,19189,0.0,1
2022-12-21,1,normal,60619,770663,not available,369902,45927,not available,18466,0.0,2
2022-12-22,1,normal,61002,793540,not available,360787,45954,not available,19190,0.0,3
2022-12-23,1,normal,64552,873022,not available,382964,47141,not available,21122,0.0,4
2022-12-24,2,คริสต์มาสอีฟ,52065,665744,not available,263517,29975,not available,12963,0.0,5
2022-12-25,2,คริสต์มาส,51002,648828,not available,211536,23684,not available,11419,0.0,6
2022-12-26,1,normal,56738,721948,not available,336337,43477,not available,17302,0.0,0
2022-12-27,1,normal,55720,723606,not available,311108,40640,not available,17643,0.0,1
2022-12-28,1,normal,53587,704193,not available,319134,39810,not available,16652,0.0,2
2022-12-29,1,normal,52279,674035,not available,299885,35994,not available,16385,0.0,3
2022-12-30,0,วันหยุดพิเศษ (ครม.),48046,598202,not available,262690,26348,not available,12298,0.0,4
2022-12-31,0,วันสิ้นปี,48304,749183,not available,245371,23566,not available,13597,0.0,5
2023-01-01,0,วันขึ้นปีใหม่,36872,467933,not available,215056,19103,not available,11938,0.0,6
2023-01-02,0,วันหยุดชดเชย,37381,423242,not available,181551,19002,not available,11465,0.0,0
2023-01-03,1,normal,52188,643685,not available,292528,38616,not available,17209,0.0,1
2023-01-04,1,normal,59374,715522,not available,344269,43858,not available,19072,0.0,2
2023-01-05,1,normal,61317,737735,not available,343930,43670,not available,18834,0.0,3
2023-01-06,1,normal,63042,791295,not available,365079,46811,not available,21114,0.0,4
2023-01-07,0,normal,63009,621696,not available,252029,28726,not available,14566,0.0,5
2023-01-08,0,normal,47510,532827,not available,205523,24319,not available,13212,0.0,6
2023-01-09,1,normal,68034,769104,not available,360389,47542,not available,21384,0.0,0
2023-01-10,1,normal,66094,793321,not available,403825,48204,not available,20873,0.0,1
2023-01-11,1,normal,64810,793566,not available,413118,47521,not available,20058,0.0,2
2023-01-12,1,normal,66086,774743,not available,401601,47622,not available,20010,0.0,3
2023-01-13,1,normal,66733,812292,not available,404945,49266,not available,21852,0.0,4
2023-01-14,2,วันเด็ก,50637,623094,not available,285609,30654,not available,14326,0.0222222222222222,5
2023-01-15,0,normal,43616,487426,not available,224842,24346,not available,12414,0.0,6
2023-01-16,1,normal,63046,703803,not available,396551,47382,not available,19822,0.0,0
2023-01-17,1,normal,64421,770312,not available,384704,46430,not available,20064,0.0,1
2023-01-18,1,normal,66482,783393,not available,406156,47777,not available,19936,0.0,2
2023-01-19,1,normal,65140,775466,not available,407221,47553,not available,20880,0.0,3
2023-01-20,1,normal,69557,814765,not available,425799,48765,not available,23157,0.0,4
2023-01-21,0,normal,46496,576721,not available,300961,29742,not available,12987,0.0,5
2023-01-22,0,normal,43254,502759,not available,261632,23621,not available,13561,0.0,6
2023-01-23,1,normal,64971,767377,not available,390014,46993,not available,21243,0.0,0
2023-01-24,1,normal,65481,797937,not available,410523,48304,not available,20836,0.0,1
2023-01-25,1,normal,65543,819371,not available,417370,47296,not available,21443,0.0,2
2023-01-26,1,normal,67315,814157,not available,424927,48027,not available,21263,0.0,3
2023-01-27,1,normal,70419,866571,not available,433185,48611,not available,23969,0.0,4
2023-01-28,0,normal,49721,634625,not available,277090,27704,not available,15222,0.0,5
2023-01-29,0,normal,44319,515850,not available,223700,22165,not available,13513,0.0,6
2023-01-30,1,normal,65326,770149,not available,410697,45008,not available,21156,0.0,0
2023-01-31,1,normal,66569,808960,not available,410475,47930,not available,21051,0.0,1
2023-02-01,1,normal,66726,804327,not available,417197,49173,not available,21154,0.0,2
2023-02-02,1,normal,63178,791707,not available,410992,48016,not available,20753,0.0,3
2023-02-03,1,normal,68952,865044,not available,428565,49792,not available,25144,0.0,4
2023-02-04,0,normal,51206,699811,not available,297144,31426,not available,17693,0.0222222222222222,5
2023-02-05,0,normal,46438,583314,not available,243167,24938,not available,17411,5.222222222222222,6
2023-02-06,1,normal,66331,802796,not available,407055,47686,not available,22985,0.4,0
2023-02-07,1,normal,66924,836891,not available,413321,49103,not available,23423,0.0222222222222222,1
2023-02-08,1,normal,67122,844793,not available,417617,49048,not available,23776,0.0,2
2023-02-09,1,normal,63690,838685,not available,409757,48077,not available,24108,0.0,3
2023-02-10,1,normal,72737,922749,not available,429825,49231,not available,28862,0.0,4
2023-02-11,0,normal,52493,710809,not available,303007,29591,not available,21355,0.0,5
2023-02-12,0,normal,44898,512525,not available,244452,23749,not available,14403,0.0,6
2023-02-13,1,normal,66280,782361,not available,397749,47367,not available,21623,0.0,0
2023-02-14,2,วาเลนไทน์,68702,871828,not available,414073,49044,not available,22518,2.088888888888889,1
2023-02-15,1,normal,64310,771505,not available,417379,48441,not available,21026,21.75555555555556,2
2023-02-16,1,normal,67170,792629,not available,401270,47320,not available,21682,0.1777777777777777,3
2023-02-17,1,normal,72002,835319,not available,442384,49800,not available,23851,0.0,4
2023-02-18,0,normal,49937,599805,not available,301463,31116,not available,14904,0.0,5
2023-02-19,0,normal,43792,497144,not available,245618,24691,not available,13633,0.0,6
2023-02-20,1,normal,66738,755080,not available,397843,47061,not available,21884,0.0,0
2023-02-21,1,normal,65619,781681,not available,414071,48913,not available,21589,0.0,1
2023-02-22,1,normal,66125,788089,not available,417379,48408,not available,21227,0.0,2
2023-02-23,1,normal,67360,786104,not available,412705,47826,not available,21693,0.0,3
2023-02-24,1,normal,68478,821287,not available,434558,49319,not available,23572,0.0,4
2023-02-25,0,normal,50033,571499,not available,298239,30815,not available,15040,0.0,5
2023-02-26,0,normal,50033,490415,not available,240923,24451,not available,13318,0.0,6
2023-02-27,1,normal,66114,761094,not available,373470,46631,not available,21435,0.0,0
2023-02-28,1,normal,66018,797267,not available,398539,45954,not available,21432,0.0,1
2023-03-01,1,normal,66035,796746,not available,407171,47744,not available,21556,0.0,2
2023-03-02,1,normal,65816,790751,not available,407368,47323,not available,21407,0.0,3
2023-03-03,1,normal,70084,833363,not available,431376,48745,not available,24488,0.0,4
2023-03-04,0,normal,46737,582809,not available,302105,30707,not available,15866,0.0,5
2023-03-05,0,normal,43662,517571,not available,247233,24342,not available,14729,0.0,6
2023-03-06,0,วันมาฆบูชา,42089,448099,not available,214251,22881,not available,13530,0.0,0
2023-03-07,1,normal,66364,767835,not available,388494,46022,not available,22572,0.0,1
2023-03-08,1,normal,65561,767180,not available,398617,47543,not available,21924,0.0,2
2023-03-09,1,normal,64816,769740,not available,388735,45998,not available,21659,0.0,3
2023-03-10,1,normal,67604,806891,not available,398123,46539,not available,23681,0.0,4
2023-03-11,0,normal,55724,587902,not available,270653,27045,not available,15233,0.0,5
2023-03-12,0,normal,45509,502995,not available,217163,21113,not available,14019,6.888888888888888,6
2023-03-13,1,normal,64428,733998,not available,384789,45969,not available,21538,0.0444444444444444,0
2023-03-14,1,normal,63713,753082,not available,386529,44423,not available,21190,0.0,1
2023-03-15,1,normal,64865,763697,not available,386499,44781,not available,20823,0.0,2
2023-03-16,1,normal,64574,751102,not available,381137,45002,not available,20747,0.0,3
2023-03-17,1,normal,68509,787422,not available,389452,45304,not available,22850,0.0,4
2023-03-18,0,normal,50173,581143,not available,268799,27278,not available,14627,0.1777777777777777,5
2023-03-19,0,normal,46108,496543,not available,215678,21341,not available,13407,0.0222222222222222,6
2023-03-20,1,normal,65729,718368,not available,366004,45231,not available,20750,0.0222222222222222,0
2023-03-21,1,normal,64912,752238,not available,381699,44115,not available,20474,0.0,1
2023-03-22,1,normal,64781,753399,not available,386820,44001,not available,20569,0.0,2
2023-03-23,1,normal,64648,745906,not available,382388,44272,not available,20593,0.0,3
2023-03-24,1,normal,67666,804264,not available,385318,42893,not available,22555,0.0,4
2023-03-25,0,normal,50625,601539,not available,265946,27021,not available,15837,0.0,5
2023-03-26,0,normal,43707,501567,not available,213389,21419,not available,14558,0.0,6
2023-03-27,1,normal,63787,726185,not available,370337,44028,not available,20970,0.0,0
2023-03-28,1,normal,66397,755065,not available,386351,43680,not available,21035,0.0444444444444444,1
2023-03-29,1,normal,65127,763819,not available,393078,44416,not available,21117,0.0,2
2023-03-30,1,normal,66428,774703,not available,398385,43918,not available,22120,0.0222222222222222,3
2023-03-31,1,normal,71102,856712,not available,435516,46267,not available,25069,0.0222222222222222,4
2023-04-01,0,normal,56979,682498,not available,313002,27962,not available,18480,0.0,5
2023-04-02,0,normal,50760,568885,not available,253094,21875,not available,16231,0.9555555555555556,6
2023-04-03,1,normal,68208,769259,not available,384149,44293,not available,24396,0.0,0
2023-04-04,1,normal,66404,774744,not available,436567,47494,not available,22739,0.0222222222222222,1
2023-04-05,1,normal,67637,798010,not available,432689,46903,not available,22888,0.0,2
2023-04-06,0,วันจักรี,44348,493516,not available,288435,25955,not available,14296,0.0,3
2023-04-07,1,normal,62885,731551,not available,442932,48297,not available,21509,0.0,4
2023-04-08,0,normal,46877,538298,not available,324165,29713,not available,14882,0.0,5
2023-04-09,0,normal,42347,461385,not available,264258,23571,not available,13502,0.0,6
2023-04-10,1,normal,58209,666458,not available,368131,43549,not available,19114,0.0,0
2023-04-11,1,normal,57293,658304,not available,332477,38984,not available,18824,0.0,1
2023-04-12,1,normal,54709,620425,not available,308078,35111,not available,18548,0.0,2
2023-04-13,0,สงกรานต์,43220,469458,not available,176818,16996,not available,12275,0.0,3
2023-04-14,0,สงกรานต์,41981,497346,not available,176455,15997,not available,11991,0.0,4
2023-04-15,0,สงกรานต์,44180,528565,not available,184666,17195,not available,12362,0.0222222222222222,5
2023-04-16,0,normal,36277,381564,not available,157906,16522,not available,11447,0.2666666666666666,6
2023-04-17,0,สงกรานต์,49077,514356,not available,268440,28439,not available,14720,0.0,0
2023-04-18,1,normal,59843,670405,not available,371141,43327,not available,19009,0.0,1
2023-04-19,1,normal,60898,687625,not available,350667,41763,not available,20482,0.0,2
2023-04-20,1,normal,61022,698563,not available,356350,42069,not available,19075,0.0,3
2023-04-21,1,normal,62079,724360,not available,368909,43910,not available,20567,0.0,4
2023-04-22,0,normal,44582,540658,not available,253165,27630,not available,13356,0.0,5
2023-04-23,0,normal,40664,460813,not available,210639,21916,not available,12001,0.0,6
2023-04-24,1,normal,61992,699716,not available,331673,40158,not available,20305,0.8888888888888888,0
2023-04-25,1,normal,63977,736279,not available,368572,43515,not available,20142,8.822222222222223,1
2023-04-26,1,normal,62905,730060,not available,362455,41191,not available,20341,5.755555555555556,2
2023-04-27,1,normal,65250,727602,not available,367042,42502,not available,19207,1.1111111111111112,3
2023-04-28,1,normal,69803,783754,not available,393889,44378,not available,22909,0.5777777777777778,4
2023-04-29,0,normal,50067,598093,not available,270308,27924,not available,15257,0.0,5
2023-04-30,0,normal,42868,509769,not available,218567,22147,not available,13187,7.933333333333334,6
2023-05-01,0,วันแรงงาน (เอกชน),47160,535658,not available,207475,23741,not available,14883,0.6666666666666666,0
2023-05-02,1,normal,64321,740338,not available,333494,40549,not available,20239,0.0666666666666666,1
2023-05-03,1,normal,67007,768718,not available,378867,44930,not available,21408,0.0,2
2023-05-04,0,วันฉัตรมงคล,45522,504216,not available,213179,25663,not available,12610,0.0,3
2023-05-05,0,วันหยุดพิเศษ (ครม.),52013,607403,not available,274324,29443,not available,14981,0.0,4
2023-05-06,0,normal,45916,529622,not available,240499,25371,not available,12823,0.0,5
2023-05-07,0,normal,44994,582519,not available,225181,36414,not available,13665,0.0,6
2023-05-08,1,normal,61971,672120,not available,383380,45125,not available,19813,0.3111111111111111,0
2023-05-09,1,normal,60625,711295,not available,368403,43749,not available,19487,0.8666666666666667,1
2023-05-10,1,normal,60428,714223,not available,362270,43914,not available,19739,0.0666666666666666,2
2023-05-11,1,normal,59928,692985,not available,359407,43304,not available,18998,4.6000000000000005,3
2023-05-12,1,normal,63393,744941,not available,358863,42690,not available,21075,4.977777777777778,4
2023-05-13,0,normal,43786,514440,not available,245802,26567,not available,13141,4.711111111111112,5
2023-05-14,0,normal,41180,455334,not available,204488,27143,not available,14068,0.8888888888888891,6
2023-05-15,1,normal,60495,689229,not available,384596,46690,not available,19398,0.8,0
2023-05-16,1,normal,61566,734992,not available,374056,45098,not available,19361,0.0,1
2023-05-17,0,วันพืชมงคล (ราชการ),55952,646960,not available,274626,29255,not available,15606,0.0,2
2023-05-18,1,normal,63007,736958,not available,377276,45284,not available,19267,0.0,3
2023-05-19,1,normal,63669,770212,not available,399817,48281,not available,19920,0.0,4
2023-05-20,0,normal,46811,558509,not available,271799,28398,not available,12799,0.0,5
2023-05-21,0,normal,40937,454097,not available,220501,22858,not available,11473,0.0,6
2023-05-22,1,normal,61893,710823,not available,379606,46632,not available,19608,0.0,0
2023-05-23,1,normal,61205,733310,not available,367120,45821,not available,19661,0.0222222222222222,1
2023-05-24,1,normal,62056,742884,not available,373086,45267,not available,19426,1.2444444444444445,2
2023-05-25,1,normal,63214,753272,not available,371344,45219,not available,19756,1.2,3
2023-05-26,1,normal,67643,831032,not available,392639,45945,not available,22408,3.6,4
2023-05-27,0,normal,60323,604412,not available,242839,26907,not available,14544,0.0222222222222222,5
2023-05-28,0,normal,53861,496700,not available,200024,21656,not available,13678,9.955555555555556,6
2023-05-29,1,normal,64715,757842,not available,368575,44559,not available,21306,9.0,0
2023-05-30,1,normal,64385,778489,not available,387776,45507,not available,21294,5.155555555555555,1
2023-05-31,1,normal,65395,786782,not available,390811,49226,not available,21187,0.0444444444444444,2
2023-06-01,1,normal,64943,782142,not available,391435,48398,not available,21269,0.1111111111111111,3
2023-06-02,1,normal,69019,831664,not available,413818,49969,not available,23182,0.0,4
2023-06-03,0,วันวิสาขบูชา วันเฉลิมฯ พระบรมราชินี,49332,586449,not available,267059,28094,38521,14349,0.4666666666666667,5
2023-06-04,0,normal,46188,557997,not available,215678,22565,36789,13257,0.0,6
2023-06-05,0,วันหยุดชดเชย,43716,454094,not available,198670,20348,32769,13060,2.1555555555555554,0
2023-06-06,1,normal,66500,786914,not available,379783,47610,22010,22766,0.4666666666666667,1
2023-06-07,1,normal,65071,764367,not available,405514,50937,21180,22750,11.155555555555557,2
2023-06-08,1,normal,65034,751667,not available,398383,48848,20487,21360,0.3333333333333333,3
2023-06-09,1,normal,70412,807841,not available,410172,50288,22813,23370,0.0444444444444444,4
2023-06-10,0,normal,50700,600370,not available,256613,26783,30209,16031,0.0444444444444444,5
2023-06-11,0,normal,44663,482467,not available,221222,21281,30460,13871,0.0,6
2023-06-12,1,normal,64302,739232,not available,394462,51431,44353,22706,1.1333333333333335,0
2023-06-13,1,normal,66056,772277,not available,393222,49142,49625,21917,5.266666666666667,1
2023-06-14,1,normal,64222,782230,not available,396782,49210,50670,22314,0.9333333333333332,2
2023-06-15,1,normal,65304,795285,not available,390582,48241,51016,22079,0.0,3
2023-06-16,1,normal,67960,826764,not available,411517,49668,54089,24778,0.0666666666666666,4
2023-06-17,0,normal,50025,574686,not available,265576,29393,63310,17047,10.6,5
2023-06-18,0,normal,44338,474772,not available,214655,23608,44419,14621,1.8666666666666667,6
2023-06-19,1,normal,66200,744426,not available,396801,47304,65511,22879,0.4888888888888889,0
2023-06-20,1,normal,66591,723614,not available,408178,50555,72807,22305,6.733333333333333,1
2023-06-21,1,normal,68357,825217,not available,413489,50684,74348,22351,5.755555555555556,2
2023-06-22,1,normal,67182,827918,not available,396981,48971,64804,22376,0.0888888888888888,3
2023-06-23,1,normal,69778,884160,not available,415504,49263,73801,24620,4.822222222222223,4
2023-06-24,0,normal,51709,651321,not available,268149,28572,79990,16120,0.0444444444444444,5
2023-06-25,0,normal,46162,538195,not available,216731,22983,80546,13999,0.7333333333333333,6
2023-06-26,1,normal,66772,807581,not available,413420,52350,74129,23582,0.3111111111111111,0
2023-06-27,1,normal,68205,839391,not available,411619,52484,79117,22863,1.2888888888888888,1
2023-06-28,1,normal,67718,857417,not available,417032,52923,81492,23098,9.311111111111112,2
2023-06-29,1,normal,68127,860265,not available,411732,50920,86061,23304,3.444444444444444,3
2023-06-30,1,normal,72447,906889,not available,439196,51117,92038,26132,1.5111111111111113,4
2023-07-01,0,normal,55961,679039,not available,287291,32059,78077,17877,7.222222222222222,5
2023-07-02,0,normal,52193,610701,not available,232015,25472,79575,16790,11.177777777777775,6
2023-07-03,1,normal,67655,824732,not available,413408,50538,45135,23557,0.7111111111111111,0
2023-07-04,1,normal,66414,830166,not available,432665,55623,39392,21832,2.622222222222222,1
2023-07-05,1,normal,67199,850961,not available,420029,52015,40839,23705,23.377777777777776,2
2023-07-06,1,normal,67135,844752,not available,423766,52628,39631,23041,4.333333333333333,3
2023-07-07,1,normal,70889,895142,not available,439420,53050,43012,25034,0.2444444444444444,4
2023-07-08,0,normal,51488,650584,not available,285173,30492,36099,15219,3.2444444444444445,5
2023-07-09,0,normal,44928,532315,not available,228790,24514,29632,14081,12.444444444444445,6
