วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2024-12-15,0,normal,55170,588011,36663,346883,42193,30244,26542,0.0,6
2024-12-16,1,normal,74448,800820,63241,497304,81057,45630,37927,0.0,0
2024-12-17,1,normal,74251,844668,64548,514342,82592,46338,37901,0.0,1
2024-12-18,1,normal,74862,847426,64409,523177,83162,47158,38307,0.0,2
2024-12-19,1,normal,75770,878347,67217,521274,83764,47230,39993,0.0,3
2024-12-20,1,normal,79527,933898,73909,547225,85868,51829,44265,0.0,4
2024-12-21,0,normal,61225,691388,48520,413549,52230,37039,29899,0.0,5
2024-12-22,0,normal,55776,618058,39445,341170,43313,30268,24896,0.0,6
2024-12-23,1,normal,72448,826485,64060,460455,78039,43665,35834,0.0,0
2024-12-24,2,คริสต์มาสอีฟ,73021,853158,63599,473825,78094,44762,34937,0.0,1
2024-12-25,2,คริสต์มาส,75074,907749,64665,493976,79888,45988,35293,0.0,2
2024-12-26,1,normal,70565,787080,59133,431827,70368,42397,34130,0.0,3
2024-12-27,1,normal,70280,793191,64805,432770,70122,43560,37584,0.0,4
2024-12-28,0,normal,54606,586175,36122,301069,40703,29841,24635,0.0,5
2024-12-29,0,normal,49980,546255,30687,277336,34200,28121,21456,0.0,6
2024-12-30,0,วันหยุดพิเศษ (ครม.),58550,633708,34649,325018,41156,34667,22749,0.0,0
2024-12-31,0,วันสิ้นปี,64383,836121,41435,373298,44268,40515,26042,0.0,1
2025-01-01,0,วันขึ้นปีใหม่,52281,517968,33320,286892,34063,29490,24507,0.0,2
2025-01-02,1,normal,61353,651144,47248,383349,57256,35138,30897,0.0,3
2025-01-03,1,normal,63393,683558,51312,397302,62766,36856,32470,0.0,4
2025-01-04,0,normal,50603,520834,35089,294756,40502,29004,24411,0.0,5
2025-01-05,0,normal,51859,468745,31910,259900,35829,31899,25304,0.0,6
2025-01-06,1,normal,73959,800753,65342,484991,81396,47195,40742,0.0,0
2025-01-07,1,normal,75440,822259,65773,504154,83189,47030,39473,0.0,1
2025-01-08,1,normal,74737,828748,65951,513008,83820,46248,38779,0.0,2
2025-01-09,1,normal,75610,836257,66573,511119,82909,47266,39019,0.0,3
2025-01-10,1,normal,78266,871458,71578,520459,84529,49909,41900,0.0,4
2025-01-11,2,วันเด็ก,56630,647926,49963,336918,48575,36567,27911,0.0,5
2025-01-12,0,normal,49557,512768,36932,283603,37617,29395,24401,0.0,6
2025-01-13,1,normal,75579,821428,66571,500213,81682,46595,39860,0.0,0
2025-01-14,1,normal,76138,841545,66668,510373,82993,46750,38452,0.0,1
2025-01-15,1,normal,76775,844140,67106,520139,83650,47500,39120,0.0,2
2025-01-16,1,normal,52758,813414,64006,499262,79529,46220,37956,0.0222222222222222,3
2025-01-17,1,normal,79219,869908,69903,527728,83254,48951,41239,0.0,4
2025-01-18,0,normal,57328,616276,42276,349339,48319,33757,27941,0.0,5
2025-01-19,0,normal,53089,525629,36004,301129,39322,29156,25247,0.0,6
2025-01-20,1,normal,52474,810862,65766,493100,79996,45768,39641,0.0,0
2025-01-21,1,normal,75298,831838,66272,507524,81595,45854,38466,0.0,1
2025-01-22,1,normal,75909,842237,65100,503881,81245,45994,39005,0.0,2
2025-01-23,1,normal,75790,823589,64061,493153,78657,46027,38450,0.0,3
2025-01-24,1,normal,79286,851375,68812,505813,80225,47386,41402,0.0,4
2025-01-25,0,normal,68903,876569,79062,451251,59160,63796,35705,0.0,5
2025-01-26,0,normal,69199,822061,77713,417740,55164,64662,43083,0.0,6
2025-01-27,1,normal,90310,1075680,107080,606641,94744,78010,46126,0.0,0
2025-01-28,1,normal,91563,1108058,110272,628466,96824,80914,46311,0.0,1
2025-01-29,1,normal,93669,1169364,114987,696352,100210,85525,48505,0.0,2
2025-01-30,1,normal,97204,1178856,116341,699053,103533,87045,49502,0.0,3
2025-01-31,1,normal,101641,1206443,131854,712781,110632,96432,61216,0.0,4
2025-02-01,0,normal,61667,686527,48676,395441,51967,39664,32297,0.0,5
2025-02-02,0,normal,56090,614096,43686,344242,43145,34779,32450,0.0,6
2025-02-03,1,normal,80170,883667,73170,526708,84176,50639,44647,0.0,0
2025-02-04,1,normal,80684,907373,71739,534981,84138,51128,43645,0.0,1
2025-02-05,1,normal,81099,918074,72286,544384,85622,51791,44861,0.0,2
2025-02-06,1,normal,82011,898381,70924,531459,84129,52137,43836,0.0,3
2025-02-07,1,normal,84495,957717,80718,549926,87204,54601,52003,0.0222222222222222,4
2025-02-08,0,normal,64374,735691,54770,375775,51637,38300,37972,0.0,5
2025-02-09,0,normal,55738,548535,40674,309343,41024,31996,26658,0.0,6
2025-02-10,1,normal,78460,830119,68273,505611,82530,49298,40875,0.0222222222222222,0
2025-02-11,1,normal,80797,878138,70983,530582,86001,51121,41836,0.0,1
2025-02-12,0,วันมาฆบูชา,54885,523657,38626,325805,39636,31042,24219,0.0,2
2025-02-13,1,normal,81974,854296,68110,531308,84319,51064,40606,0.0,3
2025-02-14,2,วาเลนไทน์,89824,972455,78652,576375,88251,57127,47098,0.0444444444444444,4
2025-02-15,0,normal,66873,626977,44092,349827,47892,39069,28146,0.0,5
2025-02-16,0,normal,63939,521271,36827,292605,41937,33698,25814,0.0,6
2025-02-17,1,normal,79838,820696,66313,494629,81538,47781,40312,0.0,0
2025-02-18,1,normal,77081,840606,66097,500239,82651,47892,39743,6.955555555555556,1
2025-02-19,1,normal,76838,837740,65136,485447,82678,47851,38801,7.2444444444444445,2
2025-02-20,1,normal,76984,838626,65136,506448,83602,47851,39149,0.0222222222222222,3
2025-02-21,1,normal,82706,865018,72953,512949,84057,50493,43217,4.111111111111111,4
2025-02-22,0,normal,65768,621464,52409,338668,48437,39615,28215,0.0,5
2025-02-23,0,normal,52871,523029,39943,276814,38078,29895,24680,0.6888888888888888,6
2025-02-24,1,normal,75411,802798,66282,481077,78913,45111,39209,1.0444444444444445,0
2025-02-25,1,normal,76174,828309,66223,502320,81384,47099,38506,0.0444444444444444,1
2025-02-26,1,normal,75422,823655,67991,499888,82289,47755,38698,0.0,2
2025-02-27,1,normal,76431,830221,65599,492605,81089,47907,38151,0.0,3
2025-02-28,1,normal,81784,892895,73311,521701,85168,52884,43100,0.0,4
2025-03-01,0,normal,57428,611798,45921,339036,50272,38984,28285,0.0,5
2025-03-02,0,normal,50574,528014,39065,287826,43160,33179,26082,0.0,6
2025-03-03,1,normal,73324,797666,66622,481999,81470,47684,39933,0.0,0
2025-03-04,1,normal,73716,812206,66211,486130,82418,47022,38229,0.0,1
2025-03-05,1,normal,73985,815660,68577,487744,81715,47724,39575,0.0,2
2025-03-06,1,normal,73136,799360,68807,488375,80350,48113,38964,0.0,3
2025-03-07,1,normal,76865,846321,73633,501061,80639,51689,44328,1.5555555555555556,4
2025-03-08,0,normal,57423,623078,47115,342770,49032,37231,29862,0.0222222222222222,5
2025-03-09,0,normal,49968,515037,44800,289184,41832,32354,27071,0.0,6
2025-03-10,1,normal,73062,788231,67013,469071,79319,46642,40189,0.0,0
2025-03-11,1,normal,74025,792934,64803,482373,79809,46720,39079,0.0,1
2025-03-12,1,normal,73755,796379,66967,480629,79243,47400,38690,0.0222222222222222,2
2025-03-13,1,normal,73858,793360,65544,478062,77770,47272,38269,2.088888888888889,3
2025-03-14,1,normal,77189,834380,76433,488907,79191,49398,42569,0.0888888888888888,4
2025-03-15,0,normal,56502,585507,45536,324090,45644,37072,27487,0.0,5
2025-03-16,0,normal,49530,502118,38581,274790,38783,31494,26018,0.0,6
2025-03-17,1,normal,72091,681419,62628,460543,76381,46354,38953,0.0,0
2025-03-18,1,normal,72897,796944,58383,478846,78285,46757,38115,0.0,1
2025-03-19,1,normal,72214,777441,60569,481595,78545,47402,38179,0.0,2
2025-03-20,1,normal,74477,791175,61356,476812,78011,47683,38767,0.0222222222222222,3
2025-03-21,1,normal,76416,809856,66529,483172,78960,49738,41601,0.0,4
2025-03-22,0,normal,54012,564102,43872,306255,47122,34288,27117,0.0,5
2025-03-23,0,normal,48558,472221,35627,254386,37487,32000,25149,0.0,6
2025-03-24,1,normal,70870,755267,63079,447852,75961,45664,38250,0.0,0
2025-03-25,1,normal,63245,793667,63969,480755,78706,49432,38655,0.0,1
2025-03-26,1,normal,71057,796088,64682,485866,78546,46793,38917,0.0,2
2025-03-27,1,normal,73864,798324,66062,502717,78906,47233,39893,0.0,3
2025-03-28,1,normal,32346,334446,28298,216371,35065,18363,19682,0.0,4
2025-03-29,0,normal,45322,446021,52013,249503,31884,38347,21548,0.0,5
2025-03-30,0,normal,54650,454166,52013,284111,34747,19980,23907,6.266666666666667,6
2025-03-31,1,normal,70806,641619,44249,387405,61493,42632,35287,3.0444444444444447,0
2025-04-01,1,normal,62189,641207,51451,392350,63524,41753,34819,0.5111111111111111,1
2025-04-02,1,normal,62967,669246,54964,409003,66094,42893,35048,0.0,2
2025-04-03,1,normal,65995,697921,57887,430412,69041,44329,35653,0.7555555555555555,3
2025-04-04,1,normal,69541,736712,61290,449116,71742,46146,39046,0.0,4
2025-04-05,0,normal,52514,557497,42293,345105,47014,35604,28594,0.0,5
2025-04-06,0,วันจักรี,47664,480459,36029,297303,40075,31519,26019,0.0,6
2025-04-07,0,วันหยุดชดเชย,48316,437210,33606,259173,38588,28757,25157,10.17777777777778,0
2025-04-08,1,normal,69164,720517,59739,461789,75001,44687,37720,0.7111111111111111,1
2025-04-09,1,normal,68228,713497,59117,433783,73436,44281,36290,5.266666666666667,2
2025-04-10,1,normal,68686,702295,51096,426133,72311,43180,36516,1.5555555555555556,3
2025-04-11,1,normal,68253,699985,56701,421534,69395,43786,39474,3.111111111111111,4
2025-04-12,0,normal,51235,484377,31734,271363,37530,30539,24621,0.0,5
2025-04-13,0,สงกรานต์,51510,563957,33754,287042,32467,34057,23082,0.0,6
2025-04-14,0,สงกรานต์,53602,561892,32760,278102,31605,33451,22941,2.466666666666667,0
2025-04-15,0,สงกรานต์,48447,466407,30444,239870,29802,30732,23027,20.466666666666665,1
2025-04-16,0,วันหยุดชดเชย,50059,478529,31507,263017,40660,28083,25377,0.0444444444444444,2
2025-04-17,1,normal,59434,605897,48220,361266,61322,36138,31848,0.0,3
2025-04-18,1,normal,61807,648572,51651,383305,64220,38703,33439,0.0222222222222222,4
2025-04-19,0,normal,47723,488151,36918,256316,38819,28799,23868,5.022222222222222,5
2025-04-20,0,normal,44755,446418,34595,233062,35285,27066,25500,0.0,6
2025-04-21,1,normal,71130,736909,61938,437256,75073,43733,38759,0.0,0
2025-04-22,1,normal,70410,753264,61469,454875,76014,44389,37921,0.0,1
2025-04-23,1,normal,69694,760060,61936,461268,77436,45329,37408,0.0,2
2025-04-24,1,normal,69086,751470,61893,455654,75632,45429,36712,0.0,3
2025-04-25,1,normal,72742,802951,67303,474927,78123,47788,41218,0.0222222222222222,4
2025-04-26,0,normal,52694,568375,42075,302572,45952,35859,27918,0.2,5
2025-04-27,0,normal,47446,475922,34926,250879,37088,31017,24999,0.4,6
2025-04-28,1,normal,71669,753716,64073,450505,75331,45433,38042,0.0444444444444444,0
2025-04-29,1,normal,74723,774402,66272,466173,78160,45607,38574,4.577777777777778,1
2025-04-30,1,normal,76974,833654,70094,485335,79687,49986,40573,2.511111111111111,2
2025-05-01,0,วันแรงงาน (เอกชน),56572,570821,48293,313400,47487,35205,29427,7.7777777777777795,3
2025-05-02,1,normal,79574,774900,65055,467695,73102,53089,39474,3.2888888888888883,4
2025-05-03,0,normal,61289,565243,43078,309859,45161,41138,26990,0.3555555555555555,5
2025-05-04,0,วันฉัตรมงคล,50777,487811,38108,269010,36996,27471,24248,12.97777777777778,6
2025-05-05,0,วันหยุดชดเชย,50584,457905,35955,243773,38027,31035,24675,2.4000000000000004,0
2025-05-06,1,normal,71233,758527,65911,450514,77099,48645,38518,7.311111111111111,1
2025-05-07,1,normal,70183,746259,62693,450604,76045,46604,36926,4.044444444444445,2
2025-05-08,1,normal,69682,744142,64076,442305,76287,46449,38814,2.8888888888888884,3
2025-05-09,0,วันพืชมงคล (ราชการ),65416,693082,50500,404744,64576,45461,32561,0.8444444444444444,4
2025-05-10,0,normal,48245,503666,45560,274441,42984,35933,25575,60.04444444444445,5
2025-05-11,0,วันวิสาขบูชา,42340,438097,38873,237560,36679,28153,24343,12.666666666666666,6
2025-05-12,0,วันหยุดชดเชย,43739,386193,30272,198521,32568,25795,22652,33.24444444444445,0
2025-05-13,1,normal,68218,732400,65082,444041,78481,47596,37409,19.97777777777777,1
2025-05-14,1,normal,67003,730741,61790,432280,76502,45518,35548,12.488888888888887,2
2025-05-15,1,normal,67822,738586,64076,447497,77534,47820,35633,5.000000000000001,3
2025-05-16,1,normal,69780,793748,68251,456465,79175,57281,38569,11.111111111111107,4
2025-05-17,0,normal,49226,540437,42892,292547,43195,34433,24856,4.066666666666666,5
2025-05-18,0,normal,44280,446260,36818,235221,36394,29044,22175,0.2666666666666667,6
2025-05-19,1,normal,65692,726591,65219,440366,77681,46884,36367,0.1333333333333333,0
2025-05-20,1,normal,65638,747086,66067,447006,78730,48384,35775,0.911111111111111,1
2025-05-21,1,normal,64551,738704,63936,444128,76890,47608,34761,5.266666666666667,2
2025-05-22,1,normal,66092,745647,66381,448060,77022,47662,34765,0.0888888888888888,3
2025-05-23,1,normal,68911,780698,70065,455049,77459,49550,37456,7.222222222222222,4
2025-05-24,0,normal,48326,522992,45469,280328,43983,33274,24128,12.733333333333334,5
2025-05-25,0,normal,44628,462394,38881,232082,35905,29558,22880,17.311111111111114,6
2025-05-26,1,normal,66924,738994,69081,433547,77904,48481,36104,8.666666666666666,0
2025-05-27,1,normal,67795,759320,79048,445934,79380,49224,35514,7.48888888888889,1
2025-05-28,1,normal,69698,795913,84608,457036,81118,49601,36544,8.0,2
2025-05-29,1,normal,69972,777977,82092,452772,79147,48553,37277,3.4000000000000004,3
2025-05-30,1,normal,76204,840870,87819,484233,83235,52550,42863,9.466666666666669,4
2025-05-31,0,normal,57827,605107,68643,306830,49258,39081,28777,10.155555555555557,5
2025-06-01,0,normal,47550,545518,44748,258219,40008,34398,23857,6.088888888888889,6
2025-06-02,0,วันหยุดพิเศษ (ครม.),54279,548507,44494,292799,46849,38170,26340,1.8888888888888888,0
2025-06-03,0,วันเฉลิมฯ พระบรมราชินี,44399,420055,34709,223014,34987,28101,23696,0.0,1
2025-06-04,1,normal,69207,784536,72905,468170,84598,50885,39396,0.1111111111111111,2
2025-06-05,1,normal,67308,788522,73543,465264,81561,49871,38460,4.444444444444445,3
2025-06-06,1,normal,70690,819335,77333,486337,83119,51502,40005,0.5555555555555556,4
2025-06-07,0,normal,48322,564483,57086,299989,47492,35845,27286,0.0,5
2025-06-08,0,normal,44453,477507,46877,248001,38603,31188,24991,14.22222222222222,6
2025-06-09,1,normal,68064,766954,76175,453205,82418,48888,39375,0.0222222222222222,0
2025-06-10,1,normal,68983,810351,77162,468359,84618,50744,39293,0.0,1
2025-06-11,1,normal,69094,819274,78958,470256,84292,50262,38688,0.0,2
2025-06-12,1,normal,70192,814219,77393,473179,82833,49975,38708,9.422222222222224,3
2025-06-13,1,normal,75776,895473,86501,496654,86400,54799,42999,8.31111111111111,4
2025-06-14,0,normal,53357,591287,55092,304444,48206,35478,26893,0.0888888888888888,5
2025-06-15,0,normal,45962,480065,45159,253702,39689,30400,25021,0.0222222222222222,6
2025-06-16,1,normal,69996,787364,73138,455561,83904,49157,39743,0.0,0
2025-06-17,1,normal,69676,814727,72976,474474,85507,49150,38803,0.0,1
2025-06-18,1,normal,70700,821051,74520,478829,85279,48645,38632,2.111111111111111,2
2025-06-19,1,normal,71131,808563,72740,475323,83522,48728,38647,0.5111111111111111,3
2025-06-20,1,normal,46639,856093,77748,487221,85387,53106,43868,0.0222222222222222,4
2025-06-21,0,normal,59394,568640,51034,309330,47513,44738,27016,1.7555555555555555,5
2025-06-22,0,normal,48456,491591,44412,262153,39974,34450,25389,1.6444444444444446,6
2025-06-23,1,normal,69665,790637,76055,454851,83766,49676,40735,2.977777777777778,0
2025-06-24,1,normal,72283,809774,74842,470327,85864,48440,39740,0.0,1
2025-06-25,1,normal,72125,825042,75444,485307,87008,50277,39850,0.0,2
2025-06-26,1,normal,72636,835589,76769,487111,86147,50038,40663,0.0222222222222222,3
2025-06-27,1,normal,77746,903925,83516,510239,88961,56008,45043,6.377777777777778,4
2025-06-28,0,normal,60777,697168,58594,330813,55833,39455,30566,4.644444444444444,5
2025-06-29,0,normal,50338,546083,43176,260548,42105,32425,24678,10.62222222222222,6
2025-06-30,1,normal,73608,828216,78151,447537,87423,50393,41434,0.6000000000000001,0
2025-07-01,1,normal,75202,875299,82379,501880,89802,56595,41267,14.599999999999998,1
2025-07-02,1,normal,72376,842291,78758,493775,88285,53098,40075,1.1555555555555557,2
2025-07-03,1,normal,72878,830535,78778,492030,86884,52645,40496,0.1111111111111111,3
2025-07-04,1,normal,76464,878605,84059,506351,88604,54244,43723,0.0444444444444444,4
2025-07-05,0,normal,54694,625090,55719,323765,51896,38700,29083,0.1333333333333333,5
2025-07-06,0,normal,48642,519634,42864,265479,41569,34699,26214,0.0666666666666666,6
2025-07-07,1,normal,70916,807748,77993,473523,88792,51018,42911,2.555555555555556,0
2025-07-08,1,normal,72708,827413,76773,494974,89874,53876,42329,0.9333333333333332,1
2025-07-09,1,normal,49126,849985,79923,509941,91967,53504,47730,0.0444444444444444,2
2025-07-10,0,วันอาสาฬหบูชา,49126,498952,41762,273508,41759,31927,26234,1.4444444444444444,3
2025-07-11,0,วันเข้าพรรษา (ราชการ),57415,623344,48890,378490,58759,39616,28039,0.0666666666666666,4
2025-07-12,0,normal,48412,525700,48109,285360,43954,34432,25212,2.977777777777778,5
2025-07-13,0,normal,46428,461233,40262,246853,38825,30411,27100,3.6222222222222222,6
2025-07-14,1,normal,71421,792037,79140,469097,87557,50518,43378,14.622222222222222,0
2025-07-15,1,normal,71229,823811,76946,469960,86589,50007,41308,4.2444444444444445,1
2025-07-16,1,normal,71776,814753,75690,479386,87271,50445,40159,11.444444444444445,2
2025-07-17,1,normal,72358,816740,74886,481203,86909,49683,41082,1.2222222222222223,3
2025-07-18,1,normal,75175,857209,79377,499206,88046,50635,44016,0.2444444444444444,4
2025-07-19,0,normal,52336,590635,49102,306410,47683,36323,27241,8.666666666666668,5
2025-07-20,0,normal,46707,506635,39910,262711,39424,29959,24598,1.088888888888889,6
2025-07-21,1,normal,71234,799941,74754,467025,85520,49191,41369,0.4444444444444444,0
2025-07-22,1,normal,72369,830673,77116,486852,87957,51208,40867,1.5777777777777775,1
2025-07-23,1,normal,72116,821569,75630,489438,88625,49426,40183,0.2222222222222222,2
2025-07-24,1,normal,71954,822001,74314,491331,87006,50314,41167,0.0666666666666666,3
2025-07-25,1,normal,76740,863248,79906,501148,87967,53346,45266,0.0,4
2025-07-26,0,normal,51903,567048,44802,302531,46719,37096,27449,2.088888888888889,5
2025-07-27,0,normal,43917,490279,38056,250443,37837,31203,23467,0.0,6
2025-07-28,0,วันเฉลิมฯ พระวชิรเกล้าเจ้าอยู่หัว,44166,424014,33701,220947,34770,25358,23509,0.1333333333333333,0
2025-07-29,1,normal,71776,805220,74803,482210,87186,49170,42738,0.2222222222222222,1
2025-07-30,1,normal,72396,815116,74445,486764,85815,48753,40633,0.3333333333333333,2
2025-07-31,1,normal,74554,843611,75899,503978,87980,50853,42228,0.0,3
