ยานพาหนะ/ท่า,วันที่,ปริมาณ
รถไฟฟ้าสายสีแดง,2025-03-08,29862.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-09,289184.0
รถไฟฟ้าสายสีม่วง,2025-03-09,41832.0
รถไฟฟ้าสายสีเหลือง,2025-03-09,32354.0
รถไฟฟ้าสายสีชมพู,2025-03-09,44800.0
รถไฟฟ้า ARL,2025-03-09,49968.0
รถไฟฟ้า BTS,2025-03-09,515037.0
รถไฟฟ้าสายสีแดง,2025-03-09,27071.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-10,469071.0
รถไฟฟ้าสายสีม่วง,2025-03-10,79319.0
รถไฟฟ้าสายสีเหลือง,2025-03-10,46642.0
รถไฟฟ้าสายสีชมพู,2025-03-10,67013.0
รถไฟฟ้า ARL,2025-03-10,73062.0
รถไฟฟ้า BTS,2025-03-10,788231.0
รถไฟฟ้าสายสีแดง,2025-03-10,40189.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-11,482373.0
รถไฟฟ้าสายสีม่วง,2025-03-11,79809.0
รถไฟฟ้าสายสีเหลือง,2025-03-11,46720.0
รถไฟฟ้าสายสีชมพู,2025-03-11,64803.0
รถไฟฟ้า ARL,2025-03-11,74025.0
รถไฟฟ้า BTS,2025-03-11,792934.0
รถไฟฟ้าสายสีแดง,2025-03-11,39079.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-12,480629.0
รถไฟฟ้าสายสีม่วง,2025-03-12,79243.0
รถไฟฟ้าสายสีเหลือง,2025-03-12,47400.0
รถไฟฟ้าสายสีชมพู,2025-03-12,66967.0
รถไฟฟ้า ARL,2025-03-12,73755.0
รถไฟฟ้า BTS,2025-03-12,796379.0
รถไฟฟ้าสายสีแดง,2025-03-12,38690.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-13,478062.0
รถไฟฟ้าสายสีม่วง,2025-03-13,77770.0
รถไฟฟ้าสายสีเหลือง,2025-03-13,47272.0
รถไฟฟ้าสายสีชมพู,2025-03-13,65544.0
รถไฟฟ้า ARL,2025-03-13,73858.0
รถไฟฟ้า BTS,2025-03-13,793360.0
รถไฟฟ้าสายสีแดง,2025-03-13,38269.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-14,488907.0
รถไฟฟ้าสายสีม่วง,2025-03-14,79191.0
รถไฟฟ้าสายสีเหลือง,2025-03-14,49398.0
รถไฟฟ้าสายสีชมพู,2025-03-14,76433.0
รถไฟฟ้า ARL,2025-03-14,77189.0
รถไฟฟ้า BTS,2025-03-14,834380.0
รถไฟฟ้าสายสีแดง,2025-03-14,42569.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-15,324090.0
รถไฟฟ้าสายสีม่วง,2025-03-15,45644.0
รถไฟฟ้าสายสีเหลือง,2025-03-15,37072.0
รถไฟฟ้าสายสีชมพู,2025-03-15,45536.0
รถไฟฟ้า ARL,2025-03-15,56502.0
รถไฟฟ้า BTS,2025-03-15,585507.0
รถไฟฟ้าสายสีแดง,2025-03-15,27487.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-16,274790.0
รถไฟฟ้าสายสีม่วง,2025-03-16,38783.0
รถไฟฟ้าสายสีเหลือง,2025-03-16,31494.0
รถไฟฟ้าสายสีชมพู,2025-03-16,38581.0
รถไฟฟ้า ARL,2025-03-16,49530.0
รถไฟฟ้า BTS,2025-03-16,502118.0
รถไฟฟ้าสายสีแดง,2025-03-16,26018.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-17,460543.0
รถไฟฟ้าสายสีม่วง,2025-03-17,76381.0
รถไฟฟ้าสายสีเหลือง,2025-03-17,46354.0
รถไฟฟ้าสายสีชมพู,2025-03-17,62628.0
รถไฟฟ้า ARL,2025-03-17,72091.0
รถไฟฟ้า BTS,2025-03-17,681419.0
รถไฟฟ้าสายสีแดง,2025-03-17,38953.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-18,478846.0
รถไฟฟ้าสายสีม่วง,2025-03-18,78285.0
รถไฟฟ้าสายสีเหลือง,2025-03-18,46757.0
รถไฟฟ้าสายสีชมพู,2025-03-18,58383.0
รถไฟฟ้า ARL,2025-03-18,72897.0
รถไฟฟ้า BTS,2025-03-18,796944.0
รถไฟฟ้าสายสีแดง,2025-03-18,38115.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-19,481595.0
รถไฟฟ้าสายสีม่วง,2025-03-19,78545.0
รถไฟฟ้าสายสีเหลือง,2025-03-19,47402.0
รถไฟฟ้าสายสีชมพู,2025-03-19,60569.0
รถไฟฟ้า ARL,2025-03-19,72214.0
รถไฟฟ้า BTS,2025-03-19,777441.0
รถไฟฟ้าสายสีแดง,2025-03-19,38179.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-20,476812.0
รถไฟฟ้าสายสีม่วง,2025-03-20,78011.0
รถไฟฟ้าสายสีเหลือง,2025-03-20,47683.0
รถไฟฟ้าสายสีชมพู,2025-03-20,61356.0
รถไฟฟ้า ARL,2025-03-20,74477.0
รถไฟฟ้า BTS,2025-03-20,791175.0
รถไฟฟ้าสายสีแดง,2025-03-20,38767.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-21,483172.0
รถไฟฟ้าสายสีม่วง,2025-03-21,78960.0
รถไฟฟ้าสายสีเหลือง,2025-03-21,49738.0
รถไฟฟ้าสายสีชมพู,2025-03-21,66529.0
รถไฟฟ้า ARL,2025-03-21,76416.0
รถไฟฟ้า BTS,2025-03-21,809856.0
รถไฟฟ้าสายสีแดง,2025-03-21,41601.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-22,306255.0
รถไฟฟ้าสายสีม่วง,2025-03-22,47122.0
รถไฟฟ้าสายสีเหลือง,2025-03-22,34288.0
รถไฟฟ้าสายสีชมพู,2025-03-22,43872.0
รถไฟฟ้า ARL,2025-03-22,54012.0
รถไฟฟ้า BTS,2025-03-22,564102.0
รถไฟฟ้าสายสีแดง,2025-03-22,27117.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-23,254386.0
รถไฟฟ้าสายสีม่วง,2025-03-23,37487.0
รถไฟฟ้าสายสีเหลือง,2025-03-23,32000.0
รถไฟฟ้าสายสีชมพู,2025-03-23,35627.0
รถไฟฟ้า ARL,2025-03-23,48558.0
รถไฟฟ้า BTS,2025-03-23,472221.0
รถไฟฟ้าสายสีแดง,2025-03-23,25149.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-24,447852.0
รถไฟฟ้าสายสีม่วง,2025-03-24,75961.0
รถไฟฟ้าสายสีเหลือง,2025-03-24,45664.0
รถไฟฟ้าสายสีชมพู,2025-03-24,63079.0
รถไฟฟ้า ARL,2025-03-24,70870.0
รถไฟฟ้า BTS,2025-03-24,755267.0
รถไฟฟ้าสายสีแดง,2025-03-24,38250.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-25,480755.0
รถไฟฟ้าสายสีม่วง,2025-03-25,78706.0
รถไฟฟ้าสายสีเหลือง,2025-03-25,49432.0
รถไฟฟ้าสายสีชมพู,2025-03-25,63969.0
รถไฟฟ้า ARL,2025-03-25,63245.0
รถไฟฟ้า BTS,2025-03-25,793667.0
รถไฟฟ้าสายสีแดง,2025-03-25,38655.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-26,485866.0
รถไฟฟ้าสายสีม่วง,2025-03-26,78546.0
รถไฟฟ้าสายสีเหลือง,2025-03-26,46793.0
รถไฟฟ้าสายสีชมพู,2025-03-26,64682.0
รถไฟฟ้า ARL,2025-03-26,71057.0
รถไฟฟ้า BTS,2025-03-26,796088.0
รถไฟฟ้าสายสีแดง,2025-03-26,38917.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-27,502717.0
รถไฟฟ้าสายสีม่วง,2025-03-27,78906.0
รถไฟฟ้าสายสีเหลือง,2025-03-27,47233.0
รถไฟฟ้าสายสีชมพู,2025-03-27,66062.0
รถไฟฟ้า ARL,2025-03-27,73864.0
รถไฟฟ้า BTS,2025-03-27,798324.0
รถไฟฟ้าสายสีแดง,2025-03-27,39893.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-28,216371.0
รถไฟฟ้าสายสีม่วง,2025-03-28,35065.0
รถไฟฟ้าสายสีเหลือง,2025-03-28,18363.0
รถไฟฟ้าสายสีชมพู,2025-03-28,28298.0
รถไฟฟ้า ARL,2025-03-28,32346.0
รถไฟฟ้า BTS,2025-03-28,334446.0
รถไฟฟ้าสายสีแดง,2025-03-28,19682.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-29,249503.0
รถไฟฟ้าสายสีม่วง,2025-03-29,31884.0
รถไฟฟ้าสายสีเหลือง,2025-03-29,0.0
รถไฟฟ้าสายสีชมพู,2025-03-29,0.0
รถไฟฟ้า ARL,2025-03-29,45322.0
รถไฟฟ้า BTS,2025-03-29,446021.0
รถไฟฟ้าสายสีแดง,2025-03-29,21548.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-30,284111.0
รถไฟฟ้าสายสีม่วง,2025-03-30,34747.0
รถไฟฟ้าสายสีเหลือง,2025-03-30,19980.0
รถไฟฟ้าสายสีชมพู,2025-03-30,0.0
รถไฟฟ้า ARL,2025-03-30,54650.0
รถไฟฟ้า BTS,2025-03-30,454166.0
รถไฟฟ้าสายสีแดง,2025-03-30,23907.0
รถไฟฟ้าสายสีน้ำเงิน,2025-03-31,387405.0
รถไฟฟ้าสายสีม่วง,2025-03-31,61493.0
รถไฟฟ้าสายสีเหลือง,2025-03-31,42632.0
รถไฟฟ้าสายสีชมพู,2025-03-31,44249.0
รถไฟฟ้า ARL,2025-03-31,70806.0
รถไฟฟ้า BTS,2025-03-31,641619.0
รถไฟฟ้าสายสีแดง,2025-03-31,35287.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-01,392350.0
รถไฟฟ้าสายสีม่วง,2025-04-01,63524.0
รถไฟฟ้าสายสีเหลือง,2025-04-01,41753.0
รถไฟฟ้าสายสีชมพู,2025-04-01,51451.0
รถไฟฟ้า ARL,2025-04-01,62189.0
รถไฟฟ้า BTS,2025-04-01,641207.0
รถไฟฟ้าสายสีแดง,2025-04-01,34819.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-02,409003.0
รถไฟฟ้าสายสีม่วง,2025-04-02,66094.0
รถไฟฟ้าสายสีเหลือง,2025-04-02,42893.0
รถไฟฟ้าสายสีชมพู,2025-04-02,54964.0
รถไฟฟ้า ARL,2025-04-02,62967.0
รถไฟฟ้า BTS,2025-04-02,669246.0
รถไฟฟ้าสายสีแดง,2025-04-02,35048.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-03,430412.0
รถไฟฟ้าสายสีม่วง,2025-04-03,69041.0
รถไฟฟ้าสายสีเหลือง,2025-04-03,44329.0
รถไฟฟ้าสายสีชมพู,2025-04-03,57887.0
รถไฟฟ้า ARL,2025-04-03,65995.0
รถไฟฟ้า BTS,2025-04-03,697921.0
รถไฟฟ้าสายสีแดง,2025-04-03,35653.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-04,449116.0
รถไฟฟ้าสายสีม่วง,2025-04-04,71742.0
รถไฟฟ้าสายสีเหลือง,2025-04-04,46146.0
รถไฟฟ้าสายสีชมพู,2025-04-04,61290.0
รถไฟฟ้า ARL,2025-04-04,69541.0
รถไฟฟ้า BTS,2025-04-04,736712.0
รถไฟฟ้าสายสีแดง,2025-04-04,39046.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-05,345105.0
รถไฟฟ้าสายสีม่วง,2025-04-05,47014.0
รถไฟฟ้าสายสีเหลือง,2025-04-05,35604.0
รถไฟฟ้าสายสีชมพู,2025-04-05,42293.0
รถไฟฟ้า ARL,2025-04-05,52514.0
รถไฟฟ้า BTS,2025-04-05,557497.0
รถไฟฟ้าสายสีแดง,2025-04-05,28594.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-06,297303.0
รถไฟฟ้าสายสีม่วง,2025-04-06,40075.0
รถไฟฟ้าสายสีเหลือง,2025-04-06,31519.0
รถไฟฟ้าสายสีชมพู,2025-04-06,36029.0
รถไฟฟ้า ARL,2025-04-06,47664.0
รถไฟฟ้า BTS,2025-04-06,480459.0
รถไฟฟ้าสายสีแดง,2025-04-06,26019.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-07,259173.0
รถไฟฟ้าสายสีม่วง,2025-04-07,38588.0
รถไฟฟ้าสายสีเหลือง,2025-04-07,28757.0
รถไฟฟ้าสายสีชมพู,2025-04-07,33606.0
รถไฟฟ้า ARL,2025-04-07,48316.0
รถไฟฟ้า BTS,2025-04-07,437210.0
รถไฟฟ้าสายสีแดง,2025-04-07,25157.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-08,461789.0
รถไฟฟ้าสายสีม่วง,2025-04-08,75001.0
รถไฟฟ้าสายสีเหลือง,2025-04-08,44687.0
รถไฟฟ้าสายสีชมพู,2025-04-08,59739.0
รถไฟฟ้า ARL,2025-04-08,69164.0
รถไฟฟ้า BTS,2025-04-08,720517.0
รถไฟฟ้าสายสีแดง,2025-04-08,37720.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-09,433783.0
รถไฟฟ้าสายสีม่วง,2025-04-09,73436.0
รถไฟฟ้าสายสีเหลือง,2025-04-09,44281.0
รถไฟฟ้าสายสีชมพู,2025-04-09,59117.0
รถไฟฟ้า ARL,2025-04-09,68228.0
รถไฟฟ้า BTS,2025-04-09,713497.0
รถไฟฟ้าสายสีแดง,2025-04-09,36290.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-10,426133.0
รถไฟฟ้าสายสีม่วง,2025-04-10,72311.0
รถไฟฟ้าสายสีเหลือง,2025-04-10,43180.0
รถไฟฟ้าสายสีชมพู,2025-04-10,51096.0
รถไฟฟ้า ARL,2025-04-10,68686.0
รถไฟฟ้า BTS,2025-04-10,702295.0
รถไฟฟ้าสายสีแดง,2025-04-10,36516.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-11,421534.0
รถไฟฟ้าสายสีม่วง,2025-04-11,69395.0
รถไฟฟ้าสายสีเหลือง,2025-04-11,43786.0
รถไฟฟ้าสายสีชมพู,2025-04-11,56701.0
รถไฟฟ้า ARL,2025-04-11,68253.0
รถไฟฟ้า BTS,2025-04-11,699985.0
รถไฟฟ้าสายสีแดง,2025-04-11,39474.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-12,271363.0
รถไฟฟ้าสายสีม่วง,2025-04-12,37530.0
รถไฟฟ้าสายสีเหลือง,2025-04-12,30539.0
รถไฟฟ้าสายสีชมพู,2025-04-12,31734.0
รถไฟฟ้า ARL,2025-04-12,51235.0
รถไฟฟ้า BTS,2025-04-12,484377.0
รถไฟฟ้าสายสีแดง,2025-04-12,24621.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-13,287042.0
รถไฟฟ้าสายสีม่วง,2025-04-13,32467.0
รถไฟฟ้าสายสีเหลือง,2025-04-13,34057.0
รถไฟฟ้าสายสีชมพู,2025-04-13,33754.0
รถไฟฟ้า ARL,2025-04-13,51510.0
รถไฟฟ้า BTS,2025-04-13,563957.0
รถไฟฟ้าสายสีแดง,2025-04-13,23082.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-14,278102.0
รถไฟฟ้าสายสีม่วง,2025-04-14,31605.0
รถไฟฟ้าสายสีเหลือง,2025-04-14,33451.0
รถไฟฟ้าสายสีชมพู,2025-04-14,32760.0
รถไฟฟ้า ARL,2025-04-14,53602.0
รถไฟฟ้า BTS,2025-04-14,561892.0
รถไฟฟ้าสายสีแดง,2025-04-14,22941.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-15,239870.0
รถไฟฟ้าสายสีม่วง,2025-04-15,29802.0
รถไฟฟ้าสายสีเหลือง,2025-04-15,30732.0
รถไฟฟ้าสายสีชมพู,2025-04-15,30444.0
รถไฟฟ้า ARL,2025-04-15,48447.0
รถไฟฟ้า BTS,2025-04-15,466407.0
รถไฟฟ้าสายสีแดง,2025-04-15,23027.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-16,263017.0
รถไฟฟ้าสายสีม่วง,2025-04-16,40660.0
รถไฟฟ้าสายสีเหลือง,2025-04-16,28083.0
รถไฟฟ้าสายสีชมพู,2025-04-16,31507.0
รถไฟฟ้า ARL,2025-04-16,50059.0
รถไฟฟ้า BTS,2025-04-16,478529.0
รถไฟฟ้าสายสีแดง,2025-04-16,25377.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-17,361266.0
รถไฟฟ้าสายสีม่วง,2025-04-17,61322.0
รถไฟฟ้าสายสีเหลือง,2025-04-17,36138.0
รถไฟฟ้าสายสีชมพู,2025-04-17,48220.0
รถไฟฟ้า ARL,2025-04-17,59434.0
รถไฟฟ้า BTS,2025-04-17,605897.0
รถไฟฟ้าสายสีแดง,2025-04-17,31848.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-18,383305.0
รถไฟฟ้าสายสีม่วง,2025-04-18,64220.0
รถไฟฟ้าสายสีเหลือง,2025-04-18,38703.0
รถไฟฟ้าสายสีชมพู,2025-04-18,51651.0
รถไฟฟ้า ARL,2025-04-18,61807.0
รถไฟฟ้า BTS,2025-04-18,648572.0
รถไฟฟ้าสายสีแดง,2025-04-18,33439.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-19,256316.0
รถไฟฟ้าสายสีม่วง,2025-04-19,38819.0
รถไฟฟ้าสายสีเหลือง,2025-04-19,28799.0
รถไฟฟ้าสายสีชมพู,2025-04-19,36918.0
รถไฟฟ้า ARL,2025-04-19,47723.0
รถไฟฟ้า BTS,2025-04-19,488151.0
รถไฟฟ้าสายสีแดง,2025-04-19,23868.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-20,233062.0
รถไฟฟ้าสายสีม่วง,2025-04-20,35285.0
รถไฟฟ้าสายสีเหลือง,2025-04-20,27066.0
รถไฟฟ้าสายสีชมพู,2025-04-20,34595.0
รถไฟฟ้า ARL,2025-04-20,44755.0
รถไฟฟ้า BTS,2025-04-20,446418.0
รถไฟฟ้าสายสีแดง,2025-04-20,25500.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-21,437256.0
รถไฟฟ้าสายสีม่วง,2025-04-21,75073.0
รถไฟฟ้าสายสีเหลือง,2025-04-21,43733.0
รถไฟฟ้าสายสีชมพู,2025-04-21,61938.0
รถไฟฟ้า ARL,2025-04-21,71130.0
รถไฟฟ้า BTS,2025-04-21,736909.0
รถไฟฟ้าสายสีแดง,2025-04-21,38759.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-22,454875.0
รถไฟฟ้าสายสีม่วง,2025-04-22,76014.0
รถไฟฟ้าสายสีเหลือง,2025-04-22,44389.0
รถไฟฟ้าสายสีชมพู,2025-04-22,61469.0
รถไฟฟ้า ARL,2025-04-22,70410.0
รถไฟฟ้า BTS,2025-04-22,753264.0
รถไฟฟ้าสายสีแดง,2025-04-22,37921.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-23,461268.0
รถไฟฟ้าสายสีม่วง,2025-04-23,77436.0
รถไฟฟ้าสายสีเหลือง,2025-04-23,45329.0
รถไฟฟ้าสายสีชมพู,2025-04-23,61936.0
รถไฟฟ้า ARL,2025-04-23,69694.0
รถไฟฟ้า BTS,2025-04-23,760060.0
รถไฟฟ้าสายสีแดง,2025-04-23,37408.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-24,455654.0
รถไฟฟ้าสายสีม่วง,2025-04-24,75632.0
รถไฟฟ้าสายสีเหลือง,2025-04-24,45429.0
รถไฟฟ้าสายสีชมพู,2025-04-24,61893.0
รถไฟฟ้า ARL,2025-04-24,69086.0
รถไฟฟ้า BTS,2025-04-24,751470.0
รถไฟฟ้าสายสีแดง,2025-04-24,36712.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-25,474927.0
รถไฟฟ้าสายสีม่วง,2025-04-25,78123.0
รถไฟฟ้าสายสีเหลือง,2025-04-25,47788.0
รถไฟฟ้าสายสีชมพู,2025-04-25,67303.0
รถไฟฟ้า ARL,2025-04-25,72742.0
รถไฟฟ้า BTS,2025-04-25,802951.0
รถไฟฟ้าสายสีแดง,2025-04-25,41218.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-26,302572.0
รถไฟฟ้าสายสีม่วง,2025-04-26,45952.0
รถไฟฟ้าสายสีเหลือง,2025-04-26,35859.0
รถไฟฟ้าสายสีชมพู,2025-04-26,42075.0
รถไฟฟ้า ARL,2025-04-26,52694.0
รถไฟฟ้า BTS,2025-04-26,568375.0
รถไฟฟ้าสายสีแดง,2025-04-26,27918.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-27,250879.0
รถไฟฟ้าสายสีม่วง,2025-04-27,37088.0
รถไฟฟ้าสายสีเหลือง,2025-04-27,31017.0
รถไฟฟ้าสายสีชมพู,2025-04-27,34926.0
รถไฟฟ้า ARL,2025-04-27,47446.0
รถไฟฟ้า BTS,2025-04-27,475922.0
รถไฟฟ้าสายสีแดง,2025-04-27,24999.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-28,450505.0
รถไฟฟ้าสายสีม่วง,2025-04-28,75331.0
รถไฟฟ้าสายสีเหลือง,2025-04-28,45433.0
รถไฟฟ้าสายสีชมพู,2025-04-28,64073.0
รถไฟฟ้า ARL,2025-04-28,71669.0
รถไฟฟ้า BTS,2025-04-28,753716.0
รถไฟฟ้าสายสีแดง,2025-04-28,38042.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-29,466173.0
รถไฟฟ้าสายสีม่วง,2025-04-29,78160.0
รถไฟฟ้าสายสีเหลือง,2025-04-29,45607.0
รถไฟฟ้าสายสีชมพู,2025-04-29,66272.0
รถไฟฟ้า ARL,2025-04-29,74723.0
รถไฟฟ้า BTS,2025-04-29,774402.0
รถไฟฟ้าสายสีแดง,2025-04-29,38574.0
รถไฟฟ้าสายสีน้ำเงิน,2025-04-30,485335.0
รถไฟฟ้าสายสีม่วง,2025-04-30,79687.0
รถไฟฟ้าสายสีเหลือง,2025-04-30,49986.0
รถไฟฟ้าสายสีชมพู,2025-04-30,70094.0
รถไฟฟ้า ARL,2025-04-30,76974.0
รถไฟฟ้า BTS,2025-04-30,833654.0
รถไฟฟ้าสายสีแดง,2025-04-30,40573.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-01,313400.0
รถไฟฟ้าสายสีม่วง,2025-05-01,47487.0
รถไฟฟ้าสายสีเหลือง,2025-05-01,35205.0
รถไฟฟ้าสายสีชมพู,2025-05-01,48293.0
รถไฟฟ้า ARL,2025-05-01,56572.0
รถไฟฟ้า BTS,2025-05-01,570821.0
รถไฟฟ้าสายสีแดง,2025-05-01,29427.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-02,467695.0
รถไฟฟ้าสายสีม่วง,2025-05-02,73102.0
รถไฟฟ้าสายสีเหลือง,2025-05-02,53089.0
รถไฟฟ้าสายสีชมพู,2025-05-02,65055.0
รถไฟฟ้า ARL,2025-05-02,79574.0
รถไฟฟ้า BTS,2025-05-02,774900.0
รถไฟฟ้าสายสีแดง,2025-05-02,39474.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-03,309859.0
รถไฟฟ้าสายสีม่วง,2025-05-03,45161.0
รถไฟฟ้าสายสีเหลือง,2025-05-03,41138.0
รถไฟฟ้าสายสีชมพู,2025-05-03,43078.0
รถไฟฟ้า ARL,2025-05-03,61289.0
รถไฟฟ้า BTS,2025-05-03,565243.0
รถไฟฟ้าสายสีแดง,2025-05-03,26990.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-04,269010.0
รถไฟฟ้าสายสีม่วง,2025-05-04,36996.0
รถไฟฟ้าสายสีเหลือง,2025-05-04,27471.0
รถไฟฟ้าสายสีชมพู,2025-05-04,38108.0
รถไฟฟ้า ARL,2025-05-04,50777.0
รถไฟฟ้า BTS,2025-05-04,487811.0
รถไฟฟ้าสายสีแดง,2025-05-04,24248.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-05,243773.0
รถไฟฟ้าสายสีม่วง,2025-05-05,38027.0
รถไฟฟ้าสายสีเหลือง,2025-05-05,31035.0
รถไฟฟ้าสายสีชมพู,2025-05-05,35955.0
รถไฟฟ้า ARL,2025-05-05,50584.0
รถไฟฟ้า BTS,2025-05-05,457905.0
รถไฟฟ้าสายสีแดง,2025-05-05,24675.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-06,450514.0
รถไฟฟ้าสายสีม่วง,2025-05-06,77099.0
รถไฟฟ้าสายสีเหลือง,2025-05-06,48645.0
รถไฟฟ้าสายสีชมพู,2025-05-06,65911.0
รถไฟฟ้า ARL,2025-05-06,71233.0
รถไฟฟ้า BTS,2025-05-06,758527.0
รถไฟฟ้าสายสีแดง,2025-05-06,38518.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-07,450604.0
รถไฟฟ้าสายสีม่วง,2025-05-07,76045.0
รถไฟฟ้าสายสีเหลือง,2025-05-07,46604.0
รถไฟฟ้าสายสีชมพู,2025-05-07,62693.0
รถไฟฟ้า ARL,2025-05-07,70183.0
รถไฟฟ้า BTS,2025-05-07,746259.0
รถไฟฟ้าสายสีแดง,2025-05-07,36926.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-08,442305.0
รถไฟฟ้าสายสีม่วง,2025-05-08,76287.0
รถไฟฟ้าสายสีเหลือง,2025-05-08,46449.0
รถไฟฟ้าสายสีชมพู,2025-05-08,64076.0
รถไฟฟ้า ARL,2025-05-08,69682.0
รถไฟฟ้า BTS,2025-05-08,744142.0
รถไฟฟ้าสายสีแดง,2025-05-08,38814.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-09,404744.0
รถไฟฟ้าสายสีม่วง,2025-05-09,64576.0
รถไฟฟ้าสายสีเหลือง,2025-05-09,45461.0
รถไฟฟ้าสายสีชมพู,2025-05-09,50500.0
รถไฟฟ้า ARL,2025-05-09,65416.0
รถไฟฟ้า BTS,2025-05-09,693082.0
รถไฟฟ้าสายสีแดง,2025-05-09,32561.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-10,274441.0
รถไฟฟ้าสายสีม่วง,2025-05-10,42984.0
รถไฟฟ้าสายสีเหลือง,2025-05-10,35933.0
รถไฟฟ้าสายสีชมพู,2025-05-10,45560.0
รถไฟฟ้า ARL,2025-05-10,48245.0
รถไฟฟ้า BTS,2025-05-10,503666.0
รถไฟฟ้าสายสีแดง,2025-05-10,25575.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-11,237560.0
รถไฟฟ้าสายสีม่วง,2025-05-11,36679.0
รถไฟฟ้าสายสีเหลือง,2025-05-11,28153.0
รถไฟฟ้าสายสีชมพู,2025-05-11,38873.0
รถไฟฟ้า ARL,2025-05-11,42340.0
รถไฟฟ้า BTS,2025-05-11,438097.0
รถไฟฟ้าสายสีแดง,2025-05-11,24343.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-12,198521.0
รถไฟฟ้าสายสีม่วง,2025-05-12,32568.0
รถไฟฟ้าสายสีเหลือง,2025-05-12,25795.0
รถไฟฟ้าสายสีชมพู,2025-05-12,30272.0
รถไฟฟ้า ARL,2025-05-12,43739.0
รถไฟฟ้า BTS,2025-05-12,386193.0
รถไฟฟ้าสายสีแดง,2025-05-12,22652.0
รถไฟฟ้าสายสีน้ำเงิน,2025-05-13,444041.0
รถไฟฟ้าสายสีม่วง,2025-05-13,78481.0
รถไฟฟ้าสายสีเหลือง,2025-05-13,47596.0
รถไฟฟ้าสายสีชมพู,2025-05-13,65082.0
รถไฟฟ้า ARL,2025-05-13,68218.0
รถไฟฟ้า BTS,2025-05-13,732400.0
รถไฟฟ้าสายสีแดง,2025-05-13,37409.0
